admin0,AAD,PMD_10,PMD_25,PMD_50,PMD_100,scenario,year
JOR,885.609,4499.808,5909.87,6534.466,6854.443,optimistic,2100
JOR,1201.033,6851.956,7298.729,7458.886,7471.068,pessimistic,2100
JPN,22.816,0,17.887,638.628,932.811,current,2020
JPN,12.204,3.838,51.257,235.338,506.353,optimistic,2050
JPN,9.753,0.278,26.637,199.88,466.171,pessimistic,2050
JPN,7.582,0.306,11.657,146.583,415.324,optimistic,2100
JPN,24.44,11.591,165.486,446.491,773.123,pessimistic,2100
KAZ,61.713,0,48.388,1735.953,2505.857,current,2020
KAZ,294.529,887.282,2315.93,3513.77,4288.787,optimistic,2050
KAZ,475.731,1894.382,3602.601,4536.151,5146.555,pessimistic,2050
KAZ,334.62,1135.279,2599.598,3619.393,4472.001,optimistic,2100
KAZ,678.498,3181.012,4736.057,5508.222,6079.055,pessimistic,2100
KEN,81416.884,212850.013,314380.893,1370806.048,2014052.579,current,2020
KEN,417809.147,1785124.946,3048486.191,3739726.52,4256267.41,optimistic,2050
KEN,383597.16,1723287.305,2690655.602,3287799.025,3788622.518,pessimistic,2050
KEN,383966.647,1601697.863,2809579.677,3545124.512,4051118.309,optimistic,2100
KEN,515229.083,2524502.821,3475693.429,3992485.582,4390135.239,pessimistic,2100
KGZ,614.964,0,476.18,17308.09,24975.514,current,2020
KGZ,5258.4,21075.483,39414.182,49750.529,57927.413,optimistic,2050
KGZ,6953.43,32991.743,48453.115,55469.113,60674.865,pessimistic,2050
KGZ,5480.101,23937.736,39605.196,47892.823,54426.335,optimistic,2100
KGZ,7996.07,40745.317,52952.822,58633.808,63074.906,pessimistic,2100
KHM,14435.333,26266.556,48024.277,286307.263,416156.148,current,2020
KHM,102859.056,507385.923,691962.992,791393.453,861407.534,optimistic,2050
KHM,133483.788,695203.867,871537.72,951887.078,1006415.064,pessimistic,2050
KHM,107048.404,520127.552,736098.941,828803.841,901561.402,optimistic,2100
KHM,112082.928,508681.954,803788.499,936139.533,1034040.24,pessimistic,2100
KOR,14.443,0,11.013,405.929,588.352,current,2020
KOR,11.446,0.328,47.31,232.066,487.956,optimistic,2050
KOR,18.385,5.043,87.954,381.711,672.846,pessimistic,2050
KOR,17.128,10.427,93.162,320.53,594.856,optimistic,2100
KOR,33.756,14.735,288.483,599.578,875.117,pessimistic,2100
KWT,7.404,0,8.803,205.315,294.592,current,2020
KWT,118.824,569.824,857.827,916.496,919.815,optimistic,2050
KWT,110.704,535.887,755.909,887.29,913.366,pessimistic,2050
KWT,130.409,664.813,908.336,919.815,919.815,optimistic,2100
KWT,151.401,870.138,919.815,919.815,919.815,pessimistic,2100
LAO,2189.316,1623.525,5500.822,52099.985,76493.048,current,2020
LAO,9385.948,26058.784,77752.043,113571.898,139855.004,optimistic,2050
LAO,10292.858,33650.967,83085.435,112460.477,135513.421,pessimistic,2050
LAO,8758.564,24283.222,71853.755,106995.981,131617.216,optimistic,2100
LAO,6256.13,10490.256,55966.706,89522.31,117799.044,pessimistic,2100
LBN,712.405,754.973,1966.708,16166.256,23491.455,current,2020
LBN,5385.41,24257.778,37535.08,46089.739,53643.368,optimistic,2050
LBN,4843.086,21627.538,33986.175,41749.284,48589.952,pessimistic,2050
LBN,5570.48,25324.207,38666.613,47233.086,54673.335,optimistic,2100
LBN,8516.118,43649.802,56326.543,61894.214,66019.199,pessimistic,2100
LBR,11713.438,33275.262,46885.276,188998.802,273052.462,current,2020
LBR,12496.021,30151.641,81904.821,173692.694,273080.98,optimistic,2050
LBR,12438.058,32608.037,79471.958,166550.986,266735.624,pessimistic,2050
LBR,8779.764,25834.024,44479.57,113920.62,213876.683,optimistic,2100
LBR,15268.734,37296.798,109771.15,205103.63,304613.549,pessimistic,2100
LBY,3812.69,3954.842,10289.059,87002.182,126559.958,current,2020
LBY,13770.857,44944.229,108114.097,152317.227,190552.557,optimistic,2050
LBY,19431.855,59312.607,163858.488,216766.272,261092.884,pessimistic,2050
LBY,21092.993,75964.824,167941.773,214210.852,249462.245,optimistic,2100
LBY,37779.529,184837.785,257865.069,292065.1,313984.554,pessimistic,2100
LCA,n/a,n/a,n/a,n/a,n/a,current,2020
LCA,n/a,n/a,n/a,n/a,n/a,optimistic,2050
LCA,n/a,n/a,n/a,n/a,n/a,pessimistic,2050
LCA,n/a,n/a,n/a,n/a,n/a,optimistic,2100
LCA,n/a,n/a,n/a,n/a,n/a,pessimistic,2100
LKA,244.657,0,324.52,6788.607,9590.406,current,2020
LKA,16.09,0,0,46.408,1516.231,optimistic,2050
LKA,16.09,0,0,46.408,1516.231,pessimistic,2050
LKA,0,0,0,0,0.012,optimistic,2100
LKA,0,0,0,0,0.012,pessimistic,2100
LSO,3905.409,8214.065,13726.421,73446.912,106600.702,current,2020
LSO,4908.918,8991.11,31480.12,71250.637,132558.919,optimistic,2050
LSO,3733.728,5868.892,24424.59,51665.54,113654.39,pessimistic,2050
LSO,5046.275,7515.901,29082.055,87300.782,138538.706,optimistic,2100
LSO,2446.023,5818.739,16958.237,32062.773,54456.397,pessimistic,2100
LTU,7.367,0,5.594,207.082,300.13,current,2020
LTU,7.238,0.003,36.782,152.339,271.941,optimistic,2050
LTU,10.668,0.052,56.938,229.941,378.669,pessimistic,2050
LTU,2.418,0,1.196,46.807,143.39,optimistic,2100
LTU,16.626,0.306,134.701,331.846,456.994,pessimistic,2100
LUX,0.798,0,0.638,22.459,32.3,current,2020
LUX,2.492,0.284,27.91,41.004,52.749,optimistic,2050
LUX,0.241,0,0,0.818,22.489,pessimistic,2050
LUX,1.912,0,20.876,32.465,42.767,optimistic,2100
LUX,3.176,0.868,36.129,50.505,63.4,pessimistic,2100
LVA,6.947,0,5.204,194.887,284.079,current,2020
LVA,5.668,0.019,34.276,94.431,240.619,optimistic,2050
LVA,4.559,0.091,19.683,97.198,181.881,pessimistic,2050
LVA,1.31,0,0.445,17.738,93.73,optimistic,2100
LVA,9.834,0.205,63.415,194.812,338.052,pessimistic,2100
MAR,1130.41,0,1433.34,31245.163,44817.313,current,2020
MAR,12219.286,55972.11,87813.651,101351.638,108249.588,optimistic,2050
MAR,14275.242,70124.661,99710.39,107837.619,111760.817,pessimistic,2050
MAR,11025.264,47591.437,81411.076,97242.792,106482.161,optimistic,2100
MAR,19277.459,111397.309,115776.467,116728.358,117210.231,pessimistic,2100
MDA,331.247,40.686,633.081,8819.565,12546.393,current,2020
MDA,242.925,182.624,1125.341,4721.991,8520.911,optimistic,2050
MDA,872.556,554.974,9280.042,13584.043,17417.639,pessimistic,2050
MDA,233.941,88.653,1009.431,4524.986,9419.919,optimistic,2100
MDA,1800.702,6874.919,13740.921,17646.793,21063.735,pessimistic,2100
MDG,62710.775,138892.172,223440.467,1156574.096,1675245.707,current,2020
MDG,124175.22,326763.618,967391.815,1585481.695,2109355.174,optimistic,2050
MDG,134292.262,347929.266,1068293.679,1708279.55,2260199.708,pessimistic,2050
MDG,131980.69,343763.287,1033377.514,1699113.376,2228699.375,optimistic,2100
MDG,232822.787,807409.818,1858859.982,2436388.574,2899963.414,pessimistic,2100
MEX,5984.33,2342.09,13568.861,150051.603,220633.496,current,2020
MEX,25423.81,75185.173,209687.446,293957.512,363864.449,optimistic,2050
MEX,41003.66,170346.365,297635.062,381379.263,443603.622,pessimistic,2050
MEX,33311.681,121711.277,255863.428,340425.792,409750.083,optimistic,2100
MEX,59194.503,274212.459,417031.113,487438.441,534324.334,pessimistic,2100
MLI,80618.225,0,68347.268,2258409.571,3271614.257,current,2020
MLI,68647.431,12613.491,284877.816,1423102.643,2752891.655,optimistic,2050
MLI,175437.575,192971.951,1442732.928,2866998.323,4109109.681,pessimistic,2050
MLI,72215.991,30854.114,403789.814,1344321.511,2609255.667,optimistic,2100
MLI,545243.367,1816912.178,4630141.763,5742394.727,6349858.466,pessimistic,2100
MMR,60610.719,24705.214,138542.305,1516450.907,2226948.719,current,2020
MMR,327619.987,1037165.142,2677790.802,3641951.012,4395282.05,optimistic,2050
MMR,402337.336,1531605.759,3059331.89,3996386.489,4687575.467,pessimistic,2050
MMR,321534.455,1055753.97,2591634.043,3506954.281,4215461.076,optimistic,2100
MMR,235960.053,400707.938,2131596.197,3385189.906,4292161.348,pessimistic,2100
MNE,1.773,0,2.074,49.025,70.983,current,2020
MNE,3.203,0.651,35.024,52.543,68.61,optimistic,2050
MNE,11.058,46.381,77.563,104.205,123.283,pessimistic,2050
MNE,6.762,15.166,57.604,87.36,119.397,optimistic,2100
MNE,20.835,100.729,144.617,161.479,174.814,pessimistic,2100
MNG,122.248,0,90.394,3434.879,4993.463,current,2020
MNG,1110.414,4676.991,8149.359,10149.48,11375.06,optimistic,2050
MNG,1126.682,4246.527,8885.817,11187.406,12284.845,pessimistic,2050
MNG,1026.724,3998.495,7898.825,9879.96,11332.18,optimistic,2100
MNG,1606.336,7802.307,11343.147,12245.752,12746.425,pessimistic,2100
MOZ,163252.287,442445.109,643482.372,2702766.369,3921315.424,current,2020
MOZ,489304.107,1685296.927,3809564.981,5224378.704,6390424.117,optimistic,2050
MOZ,669643.079,2603424.614,5087145.251,6525396.113,7530688.579,pessimistic,2050
MOZ,729235.984,3026339.181,5408099.102,6709586.381,7608637.41,optimistic,2100
MOZ,1259045.304,6451166.768,8416447.754,9112149.942,9502771.81,pessimistic,2100
MRT,7934.78,14185.393,25796.307,159632.11,229174.591,current,2020
MRT,34759.246,117721.902,273764.681,380115.819,443415.206,optimistic,2050
MRT,43699.893,179015.51,332986.68,402114.409,443658.671,pessimistic,2050
MRT,25282.743,76748.38,205250.129,287333.936,365122.143,optimistic,2100
MRT,87817.644,483070.415,552108.482,576547.162,589531.952,pessimistic,2100
MUS,1.697,1.258,4.143,40.955,58.675,current,2020
MUS,4.014,3.385,42.318,60.692,76.865,optimistic,2050
MUS,4.732,3.548,49.894,72.578,92.942,pessimistic,2050
MUS,4.961,3.664,52.503,76.079,97.251,optimistic,2100
MUS,5.683,4.316,61.319,85.953,107.993,pessimistic,2100
MWI,82870.275,228296.169,338789.529,1349918.943,1949069.836,current,2020
MWI,322220.903,1261278.016,2457311.005,3109150.899,3561764.283,optimistic,2050
MWI,386049.243,1614577.522,2863923.025,3509725.739,3984005.466,pessimistic,2050
MWI,425704.017,1923615.053,3048695.911,3588821.83,3961823.848,optimistic,2100
MWI,675523.142,3539789.368,4442989.469,4740326.254,4901810.153,pessimistic,2100
MYS,26.017,0.004,42.137,706.218,1020.663,current,2020
MYS,173.523,663.45,1317.347,1715.47,2017.472,optimistic,2050
MYS,196.213,804.363,1465.804,1822.708,2069.044,pessimistic,2050
MYS,167.795,610.93,1314.995,1710.078,1990.108,optimistic,2100
MYS,232.277,1024.781,1683.322,2007.58,2231.405,pessimistic,2100
NAM,1187.159,2375.401,4040.324,22861.264,33078.1,current,2020
NAM,3279.915,12770.303,22376.146,34271.895,42240.045,optimistic,2050
NAM,4063.013,12543.935,34778.394,44545.05,52658.234,pessimistic,2050
NAM,4102.328,14524.386,32225.268,42911.386,50265.075,optimistic,2100
NAM,10331.157,52679.404,68356.682,75813.957,81267.028,pessimistic,2100
NER,240095.377,636982.937,933509.911,4038091.451,5829485.829,current,2020
NER,200756.657,578569.506,1186206.262,2492126.75,4560892.077,optimistic,2050
NER,277343.442,674928.87,1910329.01,3812043.536,5719652.338,pessimistic,2050
NER,236297.975,677383.363,1586233.818,2840410.55,4830207.479,optimistic,2100
NER,511939.935,1501443.512,3974418.411,6249065.952,7783752.817,pessimistic,2100
NGA,628162.109,1519567.149,2335052.202,11087422.23,16105486.1,current,2020
NGA,911706.207,2769395.595,6713081.639,10720649.32,15183039.58,optimistic,2050
NGA,960304.516,2726207.096,6895113.38,11990990.92,17205945.32,pessimistic,2050
NGA,970011.447,3135294.311,7092185.192,10996651.02,15286158.75,optimistic,2100
NGA,1910262.21,6372142.895,14810236.63,21022436.19,26018973.09,pessimistic,2100
NIC,5214.537,0,4955.77,146774.818,208080.972,current,2020
NIC,14.325,0,0,35.317,1361.88,optimistic,2050
NIC,14.325,0,0,35.315,1361.842,pessimistic,2050
NIC,1318.575,0,367.309,24657.367,81073.529,optimistic,2100
NIC,1318.583,0,367.303,24657.557,81074.02,pessimistic,2100
NLD,0.902,0,0.841,25.434,35.958,current,2020
NLD,0.079,0,0,0.322,7.282,optimistic,2050
NLD,0.122,0,0.001,0.502,11.195,pessimistic,2050
NLD,0.014,0,0,0.282,0.875,optimistic,2100
NLD,0.367,0,0.233,7.236,21.337,pessimistic,2100
NOR,7.696,0,9.191,213.824,305.142,current,2020
NOR,8.315,0.328,50.237,176.465,274.388,optimistic,2050
NOR,3.041,0.179,14.6,57.785,128.363,pessimistic,2050
NOR,7.972,0.26,43.92,167.669,283.541,optimistic,2100
NOR,6.796,0.032,39.419,139.433,242.785,pessimistic,2100
NPL,40222.213,42674.187,108842.752,918714.114,1322680.175,current,2020
NPL,3336.854,1103.716,16217.094,53450.63,150878.585,optimistic,2050
NPL,5282.301,7019.998,26228.397,80364.734,192387.022,pessimistic,2050
NPL,8348.287,2702.475,40012.451,113875.644,420002.828,optimistic,2100
NPL,6542.559,12052.763,38497.263,90885.634,197967.948,pessimistic,2100
NZL,63.78,0,101.554,1719.365,2533.031,current,2020
NZL,276.4,718.314,2310.697,3434.832,4344.371,optimistic,2050
NZL,195.09,353.405,1769.141,2692.346,3513.689,pessimistic,2050
NZL,204.324,440.069,1726.718,2769.64,3585.519,optimistic,2100
NZL,328.698,951.538,2811.683,3772.699,4562.32,pessimistic,2100
OMN,29.465,0,24.266,830.706,1188.031,current,2020
OMN,445.14,2279.059,3030.261,3185.887,3230.545,optimistic,2050
OMN,512.463,2874.241,3188.393,3241.077,3268.185,pessimistic,2050
OMN,457.69,2373.147,3069.507,3237.317,3284.817,optimistic,2100
OMN,556.207,3229.985,3310.373,3351.459,3376.4,pessimistic,2100
PAK,291030.152,390928.022,848662.707,6340598.66,9117886.826,current,2020
PAK,2453514.711,10741780.88,17933362.47,21360383.42,23479445.65,optimistic,2050
PAK,2581139.117,11960408.35,18254404.21,21253413.04,22985385.28,pessimistic,2050
PAK,3005632.244,14492156.58,21055202.35,23440215.81,24540417.63,optimistic,2100
PAK,3931031.637,21899027.17,24526680.29,25232825.13,25540520.53,pessimistic,2100
PAN,47.057,0,37.047,1321.645,1914.214,current,2020
PAN,0.003,0,0,0.025,0.24,optimistic,2050
PAN,0.003,0,0,0.025,0.24,pessimistic,2050
PAN,0.929,0,2.401,14.188,54.896,optimistic,2100
PAN,0.929,0,2.401,14.189,54.951,pessimistic,2100
PER,1630.298,0,3114.843,43840.595,62889.218,current,2020
PER,5771.977,16598.133,46412.86,68445.13,88674.698,optimistic,2050
PER,5359.682,19698.382,38685.971,55851.386,72537.687,pessimistic,2050
PER,4829.3,15016.987,36206.393,56641.013,74652.555,optimistic,2100
PER,8122.022,36573.023,55460.158,69794.871,85041.625,pessimistic,2100
PHL,1086.629,1449.201,3168.925,23663.918,34167.363,current,2020
PHL,6571.502,29170.752,46728.208,56857.96,64813.922,optimistic,2050
PHL,6886.083,32497.14,47222.351,55833.892,63079.706,pessimistic,2050
PHL,6662.42,29839.066,47028.084,57265.295,65208.44,optimistic,2100
PHL,6411.666,29525.198,44005.372,54033.041,61827.08,pessimistic,2100
PNG,142.229,0,112.275,3993.106,5787.555,current,2020
PNG,298.105,414.247,2643.487,4353.034,6388.012,optimistic,2050
PNG,588.732,2222.764,4346.404,5866.804,7526.316,pessimistic,2050
PNG,284.443,438.053,2520.704,4024.161,5932.585,optimistic,2100
PNG,588.732,2222.764,4346.404,5866.804,7526.316,pessimistic,2100
POL,101.824,0,86.438,2856.644,4123.383,current,2020
POL,68.155,3.627,387.701,1305.469,2617.482,optimistic,2050
POL,104.975,0.266,481.191,2264.592,4040.901,pessimistic,2050
POL,51.195,0.337,167.446,1051.86,2342.647,optimistic,2100
POL,176.188,63.282,1381.462,3308.667,4842.777,pessimistic,2100
PRK,5457.109,0,4212.664,153068.853,222722.573,current,2020
PRK,2784.234,3892.272,15362.66,41414.895,95220.29,optimistic,2050
PRK,14325.571,23810.878,109224.362,216913.994,323722.841,pessimistic,2050
PRK,6091.061,3968.508,40007.823,103854.16,201681.39,optimistic,2100
PRK,10036.87,7946.626,78681.577,171405.092,266684.261,pessimistic,2100
PRT,439.162,0,526.577,12126.23,17557.403,current,2020
PRT,2269.802,6820.54,19324.591,25456.775,30562.901,optimistic,2050
PRT,4174.517,16661.131,31731.176,39807.958,44299.773,pessimistic,2050
PRT,1841.577,3904.267,16895.442,23849.909,29833.457,optimistic,2100
PRT,6926.856,37448.455,44293.913,46643.325,47738.775,pessimistic,2100
PRY,927.678,373.422,2127.991,23411.514,33698.626,current,2020
PRY,778.241,293.327,4517.125,15371.728,26078.908,optimistic,2050
PRY,562.423,80.58,1840.924,11372.913,25327.004,pessimistic,2050
PRY,350.655,50.424,1316.303,6087.858,17120.363,optimistic,2100
PRY,878.957,445.011,4777.192,15959.262,32418.29,pessimistic,2100
PSE,4.593,0,5.446,127.126,183.241,current,2020
PSE,64.058,321.303,432.765,483.057,495.605,optimistic,2050
PSE,60.937,269.763,454.967,519.067,538.063,pessimistic,2050
PSE,68.044,350.917,452.984,490.267,502.716,optimistic,2100
PSE,90.049,522.403,540.125,540.125,540.125,pessimistic,2100
QAT,2.203,0,1.66,62.214,89.22,current,2020
QAT,43.653,244.03,274.99,274.998,274.998,optimistic,2050
QAT,46.75,274.998,274.998,274.998,274.998,pessimistic,2050
QAT,46.335,270.856,274.998,274.998,274.998,optimistic,2100
QAT,46.75,274.998,274.998,274.998,274.998,pessimistic,2100
ROU,6411.648,0,10036.571,174141.184,252736.165,current,2020
ROU,2418.333,144.537,9346.094,45590.137,111823.314,optimistic,2050
ROU,10944.695,6786.156,74884.878,221174.217,284719.964,pessimistic,2050
ROU,3043.514,832.246,20589.715,42360.787,128948.478,optimistic,2100
ROU,42554.579,176186.846,312494.209,391748.913,460114.763,pessimistic,2100
RUS,2976.33,0,2483.452,83593.643,120511.861,current,2020
RUS,8127.475,18636.973,65361.29,110192.944,144546.767,optimistic,2050
RUS,10046.773,23089.364,86969.123,130259.842,165387.495,pessimistic,2050
RUS,8058.839,15370.331,67734.921,114806.704,151627.492,optimistic,2100
RUS,24976.835,107385.409,181139.13,222355.415,254562.096,pessimistic,2100
RWA,11892.507,0,14062.41,325321.593,482357.909,current,2020
RWA,126613.01,622483.958,849056.191,979967.337,1080301.99,optimistic,2050
RWA,99256.316,478554.584,676447.31,784046.683,866203.11,pessimistic,2050
RWA,107775.349,509915.33,739247.088,871415.64,978562.01,optimistic,2100
RWA,162643.155,852086.048,1051451.65,1155591.91,1226464.555,pessimistic,2100
SAU,73.268,0,58.337,2061.993,2969.475,current,2020
SAU,667.191,3181.561,4649.894,5277.264,5749.421,optimistic,2050
SAU,952.124,4841.102,6358.223,6971.083,7426.366,pessimistic,2050
SAU,763.317,3820.439,5100.763,5715.789,6292.734,optimistic,2100
SAU,1191.539,6590.13,7420.724,7783.752,8002.154,pessimistic,2100
SDN,188906.904,334631.594,693665.273,3715653.017,5338407.311,current,2020
SDN,182973.667,448457.437,1372069.006,2365513.799,3593488.695,optimistic,2050
SDN,471336.409,1715500.396,3636366.995,4770701.347,5891766.282,pessimistic,2050
SDN,260415.202,754348.246,2022329.704,3118707.592,4171303.7,optimistic,2100
SDN,1045429.152,5352830.497,6854528.823,7662763.406,8270968.137,pessimistic,2100
SEN,28445.311,42672.215,87159.937,602052.228,865064.71,current,2020
SEN,97134.582,207665.068,875323.245,1271433.237,1592648.057,optimistic,2050
SEN,115060.559,342016.224,972567.195,1309586.751,1576451.397,pessimistic,2050
SEN,61066.352,107629.085,517569.632,892573.966,1174917.844,optimistic,2100
SEN,301439.482,1571798.738,2002558.389,2116948.381,2181830.489,pessimistic,2100
SLB,2.973,0,2.301,81.185,125.733,current,2020
SLB,6.483,4.249,60.216,102.072,160.832,optimistic,2050
SLB,3.06,0.332,18.794,63.296,100.924,pessimistic,2050
SLB,3.563,0.449,24.36,74.63,105.106,optimistic,2100
SLB,3.06,0.332,18.794,63.296,100.924,pessimistic,2100
SLE,22214.39,65779.077,90632.504,349431.374,502255.487,current,2020
SLE,13508.817,43331.201,81394.672,155032.928,281925.114,optimistic,2050
SLE,13388.722,43598.467,78404.972,149520.093,290227.454,pessimistic,2050
SLE,7283.282,28452.202,51787.141,67034.64,102588.332,optimistic,2100
SLE,17778.189,48143.607,123107.464,220733.812,362485.307,pessimistic,2100
SLV,2122.038,3418.218,6603.475,44107.448,63392.835,current,2020
SLV,472.871,369.486,3311.901,5407.088,19530.428,optimistic,2050
SLV,472.88,369.503,3311.925,5407.126,19531.002,pessimistic,2050
SLV,2248.291,3303.692,12034.284,40054.123,63546.836,optimistic,2100
SLV,2248.313,3303.725,12034.345,40054.651,63547.416,pessimistic,2100
SOM,44410.679,116635.716,169631.629,756324.239,1083535.701,current,2020
SOM,58253.101,194443.383,437004.274,640113.428,852632.355,optimistic,2050
SOM,103687.251,439874.538,714378.226,967573.932,1177318.959,pessimistic,2050
SOM,83530.322,325725.328,602494.144,820559.396,1044683.572,optimistic,2100
SOM,115398.396,552415.792,773146.896,916373.765,1090346.56,pessimistic,2100
SRB,98.563,0,116.143,2725.277,3941.188,current,2020
SRB,186.641,31.169,1570.615,3606.622,4856.726,optimistic,2050
SRB,191.788,73.27,1649.795,3502.09,4842.713,pessimistic,2050
SRB,231.714,54.257,2355.184,3996.429,5215.183,optimistic,2100
SRB,771.885,3177.702,5681.179,7136.753,8413.221,pessimistic,2100
SSD,156336.916,478749.163,662335.638,2363171.955,3470513.512,current,2020
SSD,406139.444,1266372.263,3369949.104,4552613.474,5365198.443,optimistic,2050
SSD,322084.335,1069296.086,2532358.882,3518203.303,4349630.535,pessimistic,2050
SSD,381091.423,1263810.012,3054966.611,4151038.747,4949098.255,optimistic,2100
SSD,635102.046,2894856.536,4532605.447,5298156.564,5834904.323,pessimistic,2100
STP,n/a,n/a,n/a,n/a,n/a,current,2020
STP,n/a,n/a,n/a,n/a,n/a,optimistic,2050
STP,n/a,n/a,n/a,n/a,n/a,pessimistic,2050
STP,n/a,n/a,n/a,n/a,n/a,optimistic,2100
STP,n/a,n/a,n/a,n/a,n/a,pessimistic,2100
SUR,7.031,8.182,20.541,151.328,236.471,current,2020
SUR,31.049,76.73,269.84,388.99,480.265,optimistic,2050
SUR,36.066,92.111,315.066,439.173,546.872,pessimistic,2050
SUR,36.611,103.199,313.878,425.894,521.818,optimistic,2100
SUR,51.277,182.831,413.832,523.526,597.055,pessimistic,2100
SVK,7.985,0,6.568,224.604,322.996,current,2020
SVK,15.396,0.946,112.758,321.649,435.79,optimistic,2050
SVK,7.863,0.207,43.523,160.375,289.394,pessimistic,2050
SVK,12.145,0.354,76.406,266.869,371.582,optimistic,2100
SVK,38.615,89.071,356.617,478.828,586.62,pessimistic,2100
SVN,5.526,0,4.132,155.278,225.485,current,2020
SVN,7.008,0.013,53.867,137.09,211.026,optimistic,2050
SVN,3.973,0,3.461,96.78,189.884,pessimistic,2050
SVN,5.814,0.239,41.806,120.181,171.444,optimistic,2100
SVN,36.969,126.116,299.021,387.133,465.39,pessimistic,2100
SWE,29.53,0,30.205,820.265,1191.65,current,2020
SWE,19.023,0.421,96.082,372.113,769.552,optimistic,2050
SWE,5.423,0,1.399,82.911,370.903,pessimistic,2050
SWE,9.468,0,15.775,164.317,555.02,optimistic,2100
SWE,14.071,0.049,47.412,276.993,662.966,pessimistic,2100
SWZ,1969.808,5315.167,7960.056,30693.832,50601.255,current,2020
SWZ,2019.016,5512.806,9290.706,31661.743,46287.19,optimistic,2050
SWZ,2356.86,5112.802,11572.478,39491.193,59285.708,pessimistic,2050
SWZ,3144.277,6581.481,24857.472,44908.797,59365.39,optimistic,2100
SWZ,11033.159,42575.635,83927.826,107414.784,127018.721,pessimistic,2100
SYR,34261.72,0,32378.129,949387.133,1397885.229,current,2020
SYR,481072.877,2405949.385,3238813.858,3633035.179,3826468.041,optimistic,2050
SYR,469708.27,2328995.051,3189214.45,3569422.168,3785174.343,pessimistic,2050
SYR,507101.056,2575951.667,3393325.431,3738632.777,3900021.644,optimistic,2100
SYR,663091.935,3820353.481,3993293.525,4041805.811,4048872.992,pessimistic,2100
TCD,33395.987,0,33148.36,930410.246,1346184.742,current,2020
TCD,19911.4,1824.313,109276.949,388442.583,758903.892,optimistic,2050
TCD,30693.242,19319.841,234116.748,547471.998,844714.78,pessimistic,2050
TCD,14346.754,2311.992,64831.78,260368.184,631492.032,optimistic,2100
TCD,71723.894,138437.209,623195.601,982039.037,1331156.789,pessimistic,2100
TGO,35334.994,77697.389,125360.283,646459.788,962164.814,current,2020
TGO,125175.202,373301.57,1040987.736,1432537.476,1755478.642,optimistic,2050
TGO,63533.77,143774.576,479697.264,880293.482,1236255.179,pessimistic,2050
TGO,102900.717,267768.347,861920.167,1272466.006,1619775.518,optimistic,2100
TGO,169705.699,605224.532,1336485.114,1759544.099,2053295.946,pessimistic,2100
THA,215.901,0,167.112,6067.224,8787.215,current,2020
THA,1807.23,6989.163,13844.443,17631.065,20191.477,optimistic,2050
THA,2150.099,9342.051,15746.676,18837.701,20927.305,pessimistic,2050
THA,1548.431,5376.321,12382.026,16218.041,19115.666,optimistic,2100
THA,1461.041,4180.85,12492.071,16985.387,20356.524,pessimistic,2100
TJK,845.748,0,666.877,23136.6,35634.077,current,2020
TJK,8384.244,34898.566,62426.512,76419.998,86892.711,optimistic,2050
TJK,10071.414,49651.652,67716.053,77435.097,84890.437,pessimistic,2050
TJK,10036.241,47447.179,69499.054,80941.746,89272.632,optimistic,2100
TJK,12699.247,65895.871,83246.381,91225.05,95530.352,pessimistic,2100
TKM,1170.733,0,988.037,32960.064,47201.067,current,2020
TKM,12287.169,57734.576,84944.812,100484.356,110623.15,optimistic,2050
TKM,16930.466,88695.733,111214.465,119078.711,123074.004,pessimistic,2050
TKM,15221.717,76411.866,102443.405,113939.044,120401.295,optimistic,2100
TKM,21166.755,121750.947,128186.272,128785.939,128849.048,pessimistic,2100
TLS,1807.245,0,1476.19,50833.464,73152.775,current,2020
TLS,20237.542,96322.302,143715.495,158368.792,168931.597,optimistic,2050
TLS,21596.566,108216.237,147107.921,160016.679,169029.218,pessimistic,2050
TLS,20722.276,99411.499,145191.53,161960.607,173425.247,optimistic,2100
TLS,24059.287,127108.192,155482.133,167870.43,177177.381,pessimistic,2100
TTO,0.233,0.325,0.702,5.003,7.251,current,2020
TTO,0.652,0.978,6.752,8.852,10.665,optimistic,2050
TTO,0.407,0.667,3.036,6.78,8.32,pessimistic,2050
TTO,0.734,0.802,7.839,10.55,12.94,optimistic,2100
TTO,1.919,9.487,12.758,14.751,16.47,pessimistic,2100
TUN,428.615,179.155,966.584,10784.404,15634.755,current,2020
TUN,3499.653,15349.563,25405.501,30393.688,34060.265,optimistic,2050
TUN,4514.726,21381.589,31382.39,36351.516,39424.072,pessimistic,2050
TUN,4316.427,20216.916,30235.887,35099.986,38330.045,optimistic,2100
TUN,7069.924,39924.439,43638.502,44332.99,44527.987,pessimistic,2100
TUR,410.689,0,324.224,11478.313,16815.378,current,2020
TUR,2177.388,7007.735,17684.075,24071.754,28781.679,optimistic,2050
TUR,2052.621,6464.318,16643.949,22984.882,28073.387,pessimistic,2050
TUR,2219.34,6721.276,18413.332,25280.488,30506.888,optimistic,2100
TUR,4042.949,18108.462,29058.17,34363.158,38251.269,pessimistic,2100
TWN,2.756,0,2.112,77.551,112.06,current,2020
TWN,4.266,0.112,36.981,76.786,123.959,optimistic,2050
TWN,6.059,0.243,54.591,113.517,158.125,pessimistic,2050
TWN,6.382,0.713,56.687,120.612,163.125,optimistic,2100
