admin0,GID_1,AAD,PMD_10,PMD_25,PMD_50,PMD_100,scenario,year
DNK,DNK.1_1,0.08,0,0.034,0.301,7.266,pessimistic,2050
DNK,DNK.2_1,2.478,0,1.372,46.796,148.728,pessimistic,2050
DNK,DNK.3_1,3.659,0,10.007,94.888,136.121,pessimistic,2050
DNK,DNK.4_1,0.189,0,0.054,0.963,16.755,pessimistic,2050
DNK,DNK.5_1,0.421,0,0.263,2.139,36.722,pessimistic,2050
DNK,DNK.1_1,0.093,0,0,0.344,8.628,optimistic,2100
DNK,DNK.2_1,3.037,0,2.648,66.883,159.339,optimistic,2100
DNK,DNK.3_1,4.389,0,32.853,89.689,128.142,optimistic,2100
DNK,DNK.4_1,0.099,0,0,0.452,8.987,optimistic,2100
DNK,DNK.5_1,1.065,0,0.988,22.379,57.827,optimistic,2100
DNK,DNK.1_1,0.273,0,0.234,7.721,10.917,pessimistic,2100
DNK,DNK.2_1,5.581,0,9.984,149.914,218.358,pessimistic,2100
DNK,DNK.3_1,5.552,0.149,44.312,111.876,152.665,pessimistic,2100
DNK,DNK.4_1,0.936,0,0.959,15.383,58.994,pessimistic,2100
DNK,DNK.5_1,1.477,0,1.561,34.228,73.008,pessimistic,2100
DOM,DOM.1_1,7.191,12.328,22.626,147.089,211.167,current,2020
DOM,DOM.2_1,1.382,2.586,4.608,27.233,39.398,current,2020
DOM,DOM.3_1,1.294,2.643,4.442,24.943,35.302,current,2020
DOM,DOM.4_1,0.469,0.845,1.537,9.351,13.592,current,2020
DOM,DOM.6_1,10.769,19.134,34.686,217.123,312.561,current,2020
DOM,DOM.7_1,16.979,27.765,51.392,354.916,504.867,current,2020
DOM,DOM.8_1,1.43,2.478,4.508,29.19,41.756,current,2020
DOM,DOM.9_1,2.69,4.334,8.1,56.44,80.393,current,2020
DOM,DOM.10_1,0.963,1.894,3.251,18.78,26.756,current,2020
DOM,DOM.11_1,10.726,16.203,30.802,230.668,326.058,current,2020
DOM,DOM.12_1,1.916,3.393,6.162,38.663,55.697,current,2020
DOM,DOM.13_1,0.512,0.874,1.602,10.504,15.054,current,2020
DOM,DOM.14_1,1.13,1.936,3.559,23.1,33.223,current,2020
DOM,DOM.15_1,5.866,10.905,19.432,116.12,167.611,current,2020
DOM,DOM.16_1,1.585,2.776,5.096,31.987,46.357,current,2020
DOM,DOM.17_1,3.898,6.933,12.579,78.453,113.195,current,2020
DOM,DOM.18_1,9.202,16.132,29.334,186.655,268.188,current,2020
DOM,DOM.19_1,1.012,2.05,3.475,19.509,27.762,current,2020
DOM,DOM.21_1,2.658,4.728,8.56,53.573,77.086,current,2020
DOM,DOM.24_1,0.709,1.263,2.284,14.299,20.564,current,2020
DOM,DOM.25_1,5.895,11.558,20.096,114.329,164.859,current,2020
DOM,DOM.26_1,22.321,38.794,70.914,453.887,652.742,current,2020
DOM,DOM.27_1,0.897,1.435,2.697,18.825,26.88,current,2020
DOM,DOM.28_1,4.915,8.473,15.468,100.492,143.89,current,2020
DOM,DOM.30_1,3.753,6.22,11.567,77.695,111.478,current,2020
DOM,DOM.29_1,1.113,1.986,3.588,22.417,32.21,current,2020
DOM,DOM.32_1,4.706,8.255,14.938,95.685,136.964,current,2020
DOM,DOM.5_1,0,0,0,0,0,current,2020
DOM,DOM.22_1,0,0,0,0,0,current,2020
DOM,DOM.20_1,0,0,0,0,0,current,2020
DOM,DOM.23_1,0,0,0,0,0,current,2020
DOM,DOM.31_1,0,0,0,0,0,current,2020
DOM,DOM.1_1,6.76,16.826,23.419,126.176,161.703,optimistic,2050
DOM,DOM.2_1,1.642,3.367,13.895,18.053,38.876,optimistic,2050
DOM,DOM.3_1,2.635,4.043,23.028,40.258,50.484,optimistic,2050
DOM,DOM.4_1,1.112,1.683,11.625,14.993,17.923,optimistic,2050
DOM,DOM.6_1,19.286,27.052,175.419,289.1,378.175,optimistic,2050
DOM,DOM.7_1,30.816,37.106,276.958,481.107,640.481,optimistic,2050
DOM,DOM.8_1,5.071,13.402,43.566,60.998,76.812,optimistic,2050
DOM,DOM.9_1,7.224,7.1,72.85,108.89,142.181,optimistic,2050
DOM,DOM.10_1,1.211,2.662,6.844,20.627,25.898,optimistic,2050
DOM,DOM.11_1,21.662,23.503,213.486,325.217,426.752,optimistic,2050
DOM,DOM.12_1,6.133,14.449,57.299,74.721,90.131,optimistic,2050
DOM,DOM.13_1,0.268,0.831,1.364,1.697,9.596,optimistic,2050
DOM,DOM.14_1,2.585,3.281,24.521,38.979,49.619,optimistic,2050
DOM,DOM.15_1,7.422,13.475,33.39,141.456,190.961,optimistic,2050
DOM,DOM.16_1,3.807,4.837,38.511,54.645,68.999,optimistic,2050
DOM,DOM.17_1,15.967,48.212,133.308,179.834,221.699,optimistic,2050
DOM,DOM.18_1,18.714,23.547,162.838,297.599,389.371,optimistic,2050
DOM,DOM.19_1,1.296,2.869,4.165,25.722,32.799,optimistic,2050
DOM,DOM.21_1,7.305,8.173,74.128,107.406,137.489,optimistic,2050
DOM,DOM.24_1,0.706,1.286,2.289,14.161,20.224,optimistic,2050
DOM,DOM.25_1,3.821,11.726,19.318,23.904,139.72,optimistic,2050
DOM,DOM.26_1,114.59,484.462,807.116,1097.686,1190.532,optimistic,2050
DOM,DOM.27_1,2.017,2.445,20.575,29.1,36.709,optimistic,2050
DOM,DOM.28_1,5.802,9.587,25.441,113.311,155.919,optimistic,2050
DOM,DOM.30_1,12.924,32.555,117.678,154.365,187.438,optimistic,2050
DOM,DOM.29_1,2.306,3.159,22.819,32.917,41.854,optimistic,2050
DOM,DOM.32_1,23.033,84.954,174.224,233.984,288.947,optimistic,2050
DOM,DOM.5_1,0,0,0,0,0,optimistic,2050
DOM,DOM.22_1,0,0,0,0,0,optimistic,2050
DOM,DOM.20_1,0,0,0,0,0,optimistic,2050
DOM,DOM.23_1,0,0,0,0,0,optimistic,2050
DOM,DOM.31_1,0,0,0,0,0,optimistic,2050
DOM,DOM.1_1,2.494,9.895,17.447,22.035,36.638,pessimistic,2050
DOM,DOM.2_1,1.453,2.735,11.862,16.898,36.74,pessimistic,2050
DOM,DOM.3_1,2.363,3.527,21.529,32.534,49.869,pessimistic,2050
DOM,DOM.4_1,1.525,1.805,16.148,21.661,26.554,pessimistic,2050
DOM,DOM.6_1,21.443,21.499,193.452,340.629,474.263,pessimistic,2050
DOM,DOM.7_1,39.103,37.849,379.095,603.106,809.246,pessimistic,2050
DOM,DOM.8_1,4.583,4.264,46.409,69.492,90.998,pessimistic,2050
DOM,DOM.9_1,5.228,4.95,48.104,82.924,115.071,pessimistic,2050
DOM,DOM.10_1,0.855,2.082,4.13,11.391,25.373,pessimistic,2050
DOM,DOM.11_1,17.012,17.024,154.12,268.745,377.036,pessimistic,2050
DOM,DOM.12_1,6.843,14.152,66.19,86.764,104.529,pessimistic,2050
DOM,DOM.13_1,0.219,0.538,1.162,1.56,8.797,pessimistic,2050
DOM,DOM.14_1,0.86,1.304,3.101,14.698,31.188,pessimistic,2050
DOM,DOM.15_1,18.201,17.434,180.454,277.857,368.217,pessimistic,2050
DOM,DOM.16_1,0.772,1.748,3.984,5.412,32.958,pessimistic,2050
DOM,DOM.17_1,10.752,12.955,104.448,162.265,203.337,pessimistic,2050
DOM,DOM.18_1,18.828,19.57,151.93,320.246,438.874,pessimistic,2050
DOM,DOM.19_1,2.25,2.942,21.781,32.859,42.698,pessimistic,2050
DOM,DOM.21_1,9.184,16.152,88.768,123.493,154.855,pessimistic,2050
DOM,DOM.24_1,0.603,0.982,2.086,11.27,19.639,pessimistic,2050
DOM,DOM.25_1,3.189,8.852,17.262,22.424,116.518,pessimistic,2050
DOM,DOM.26_1,77.061,301.373,535.625,800.599,948.722,pessimistic,2050
DOM,DOM.27_1,1.57,1.948,14.992,23.351,30.816,pessimistic,2050
DOM,DOM.28_1,8.479,9.474,71.81,137.821,190.294,pessimistic,2050
DOM,DOM.30_1,6.384,7.708,43.651,114.548,157.67,pessimistic,2050
DOM,DOM.29_1,6.522,24.794,49.102,64.665,78.55,pessimistic,2050
DOM,DOM.32_1,18.412,47.022,157.789,226.307,287.245,pessimistic,2050
DOM,DOM.5_1,0,0,0,0,0,pessimistic,2050
DOM,DOM.22_1,0,0,0,0,0,pessimistic,2050
DOM,DOM.20_1,0,0,0,0,0,pessimistic,2050
DOM,DOM.23_1,0,0,0,0,0,pessimistic,2050
DOM,DOM.31_1,0,0,0,0,0,pessimistic,2050
DOM,DOM.1_1,7.744,17.178,32.888,143.825,183.443,optimistic,2100
DOM,DOM.2_1,2.127,3.705,15.965,34.046,43.693,optimistic,2100
DOM,DOM.3_1,2.926,4.518,25.892,44.678,54.523,optimistic,2100
DOM,DOM.4_1,1.127,1.543,11.518,15.802,19.565,optimistic,2100
DOM,DOM.6_1,22.379,28.011,216.569,330.097,431.302,optimistic,2100
DOM,DOM.7_1,36.172,40.42,355.747,540.878,708.272,optimistic,2100
DOM,DOM.8_1,4.094,4.283,41.58,60.836,78.535,optimistic,2100
DOM,DOM.9_1,7.355,7.293,74.723,110.329,143.025,optimistic,2100
DOM,DOM.10_1,1.442,2.886,8.621,24.97,30.917,optimistic,2100
DOM,DOM.11_1,20.068,22.672,197.205,298.805,393.698,optimistic,2100
DOM,DOM.12_1,6.583,13.925,63.149,82.93,100.593,optimistic,2100
DOM,DOM.13_1,0.244,0.759,1.282,1.603,8.438,optimistic,2100
DOM,DOM.14_1,2.008,2.725,17.378,31.381,41.229,optimistic,2100
DOM,DOM.15_1,7.304,13.717,32.155,138.818,186.988,optimistic,2100
DOM,DOM.16_1,3.193,4.015,30.533,47.326,62.354,optimistic,2100
DOM,DOM.17_1,10.518,12.038,106.758,153.982,196.46,optimistic,2100
DOM,DOM.18_1,19.02,22.461,166.594,304.307,402.446,optimistic,2100
DOM,DOM.19_1,2.317,3.226,23.196,32.792,41.05,optimistic,2100
DOM,DOM.21_1,6.154,7.609,61.235,89.642,115.083,optimistic,2100
DOM,DOM.24_1,1.133,1.545,9.466,17.878,24.184,optimistic,2100
DOM,DOM.25_1,6.188,12.78,21.071,120.485,165.774,optimistic,2100
DOM,DOM.26_1,104.006,392.174,780.394,1090.365,1176.539,optimistic,2100
DOM,DOM.27_1,1.959,2.254,19.62,28.867,37.136,optimistic,2100
DOM,DOM.28_1,8.676,10.842,81.149,130.395,173.757,optimistic,2100
DOM,DOM.30_1,8.399,10.719,85.413,120.056,150.955,optimistic,2100
DOM,DOM.29_1,2.995,3.551,30.801,43.258,54.259,optimistic,2100
DOM,DOM.32_1,14.144,15.554,146.497,206.159,260.549,optimistic,2100
DOM,DOM.5_1,0,0,0,0,0,optimistic,2100
DOM,DOM.22_1,0,0,0,0,0,optimistic,2100
DOM,DOM.20_1,0,0,0,0,0,optimistic,2100
DOM,DOM.23_1,0,0,0,0,0,optimistic,2100
DOM,DOM.31_1,0,0,0,0,0,optimistic,2100
DOM,DOM.1_1,32.642,133.059,240.123,305.521,362.034,pessimistic,2100
DOM,DOM.2_1,8.702,37.314,62.411,77.955,91.514,pessimistic,2100
DOM,DOM.3_1,9.182,40.076,65.323,80.884,94.414,pessimistic,2100
DOM,DOM.4_1,5.011,24.532,34.985,38.608,38.608,pessimistic,2100
DOM,DOM.6_1,87.729,378.741,637.317,793.027,850.172,pessimistic,2100
DOM,DOM.7_1,161.738,801.273,1159.081,1174.918,1174.918,pessimistic,2100
DOM,DOM.8_1,14.39,69.563,105.029,107.75,107.75,pessimistic,2100
DOM,DOM.9_1,25.905,131.373,180.732,184.625,184.625,pessimistic,2100
DOM,DOM.10_1,5.255,22.329,37.948,47.415,55.553,pessimistic,2100
DOM,DOM.11_1,91.972,458.273,657.689,661.124,661.438,pessimistic,2100
DOM,DOM.12_1,21.001,104.339,150.952,150.952,150.952,pessimistic,2100
DOM,DOM.13_1,2.423,8.096,19.02,26.241,32.824,pessimistic,2100
DOM,DOM.14_1,8.021,32.914,61.671,72.838,80.627,pessimistic,2100
DOM,DOM.15_1,62.73,296.742,460.141,488.334,488.334,pessimistic,2100
DOM,DOM.16_1,13.258,57.216,96.222,121.544,125.686,pessimistic,2100
DOM,DOM.17_1,40.022,195.961,284.244,298.002,309.582,pessimistic,2100
DOM,DOM.18_1,60.518,227.027,495.975,579.242,639.123,pessimistic,2100
DOM,DOM.19_1,6.991,29.103,50.767,64.354,76.305,pessimistic,2100
DOM,DOM.21_1,27.01,130.838,190.895,209.689,209.689,pessimistic,2100
DOM,DOM.24_1,3.998,14.654,30.846,40.444,48.967,pessimistic,2100
DOM,DOM.25_1,20.026,42.405,188.072,255.825,314.626,pessimistic,2100
DOM,DOM.26_1,200.335,1031.208,1326.188,1451.311,1514.041,pessimistic,2100
DOM,DOM.27_1,7.283,32.447,54.742,61.606,61.606,pessimistic,2100
DOM,DOM.28_1,36.798,153.139,271.093,347.274,369.528,pessimistic,2100
DOM,DOM.30_1,32.943,154.084,234.427,271.932,271.932,pessimistic,2100
DOM,DOM.29_1,12.256,61.065,87.853,87.853,87.853,pessimistic,2100
DOM,DOM.32_1,49.752,246.027,359.282,359.282,359.282,pessimistic,2100
DOM,DOM.5_1,0,0,0,0,0,pessimistic,2100
DOM,DOM.22_1,0,0,0,0,0,pessimistic,2100
DOM,DOM.20_1,0,0,0,0,0,pessimistic,2100
DOM,DOM.23_1,0,0,0,0,0,pessimistic,2100
DOM,DOM.31_1,0,0,0,0,0,pessimistic,2100
DZA,DZA.1_1,36.124,0,59.113,985.444,1405.073,current,2020
DZA,DZA.5_1,85.692,0,136.761,2332.752,3356.674,current,2020
DZA,DZA.2_1,233.703,0,373.982,6368.517,9137.309,current,2020
DZA,DZA.3_1,70.843,0,110.617,1924.423,2793.011,current,2020
DZA,DZA.6_1,319.586,0,507.369,8648.509,12632.118,current,2020
DZA,DZA.9_1,79.221,0,125.331,2156.184,3108.369,current,2020
DZA,DZA.10_1,15.506,0,24.686,422.336,607.19,current,2020
DZA,DZA.11_1,159.602,0,251.728,4342.147,6269.039,current,2020
DZA,DZA.12_1,239.773,0,379.889,6519.184,9419.369,current,2020
DZA,DZA.13_1,70.208,0,110.921,1908.579,2759.936,current,2020
DZA,DZA.7_1,8.851,0.001,14.273,241.28,345.411,current,2020
DZA,DZA.8_1,79.809,0,127.729,2171.672,3126.598,current,2020
DZA,DZA.14_1,119.942,0.48,193.1,3269.142,4678.695,current,2020
DZA,DZA.15_1,77.504,0,122.886,2111.637,3035.602,current,2020
DZA,DZA.16_1,124.811,0,197.373,3394.988,4901.629,current,2020
DZA,DZA.17_1,17.565,0,27.745,478.393,688.76,current,2020
DZA,DZA.18_1,33.795,0,53.941,921.159,1321.395,current,2020
DZA,DZA.19_1,100.921,0,163.022,2752.142,3935.739,current,2020
DZA,DZA.20_1,57.294,0,90.941,1560.068,2245.528,current,2020
DZA,DZA.21_1,116.774,0,185.496,3177.257,4580.884,current,2020
DZA,DZA.22_1,1.199,0.001,8.926,24.65,34.868,current,2020
DZA,DZA.23_1,219.252,0,353.306,5983.929,8544.158,current,2020
DZA,DZA.24_1,47.753,0,76.598,1262.368,1944.179,current,2020
DZA,DZA.25_1,61.371,0,97.85,1671.989,2401.736,current,2020
DZA,DZA.26_1,213.859,0,338.23,5821.379,8390.225,current,2020
DZA,DZA.27_1,169.963,0,270.321,4627.367,6660.268,current,2020
DZA,DZA.29_1,144.585,0,228.876,3938.544,5665.92,current,2020
DZA,DZA.30_1,143.846,0,228.641,3907.608,5654.824,current,2020
DZA,DZA.28_1,330.23,0,524.504,8971.281,12982.459,current,2020
DZA,DZA.31_1,14.256,0,22.835,389.135,555.997,current,2020
DZA,DZA.32_1,54.757,0,85.791,1487.511,2157.541,current,2020
DZA,DZA.33_1,38.321,0,60.812,1041.736,1505.336,current,2020
DZA,DZA.34_1,108.043,0,169.25,2936.833,4253.612,current,2020
DZA,DZA.35_1,260.091,0,412.648,7073.055,10212.352,current,2020
DZA,DZA.36_1,64.29,0,101.641,1750.528,2521.345,current,2020
DZA,DZA.38_1,130.947,0,206.198,3557.931,5154.023,current,2020
DZA,DZA.39_1,162.408,0,257.106,4418.565,6375.249,current,2020
DZA,DZA.40_1,101.184,0,160.347,2754.838,3967.322,current,2020
DZA,DZA.37_1,468.442,0,742.442,12756.989,18360.476,current,2020
DZA,DZA.41_1,7.231,0,11.605,197.085,282.535,current,2020
DZA,DZA.43_1,351.313,0,552.114,9548.937,13824.938,current,2020
DZA,DZA.44_1,0.745,0,1.213,20.329,28.955,current,2020
DZA,DZA.45_1,10.917,0,17.297,297.326,427.891,current,2020
DZA,DZA.46_1,76.474,0,119.813,2080.759,3006.633,current,2020
DZA,DZA.47_1,267.187,0,422.337,7261.324,10506.744,current,2020
DZA,DZA.48_1,162.84,0,255.842,4427.897,6404.887,current,2020
DZA,DZA.42_1,39.388,0,63.99,1047.32,1588.165,current,2020
DZA,DZA.4_1,0,0,0,0,0,current,2020
DZA,DZA.1_1,395.4,1928.492,2708.968,3062.125,3294.97,optimistic,2050
DZA,DZA.5_1,1237.182,6227.05,8289.463,9407.038,9475.758,optimistic,2050
DZA,DZA.2_1,1911.506,8125.241,13867.922,17367.591,19691.361,optimistic,2050
DZA,DZA.3_1,539.236,2255.047,4001.916,4866.403,5632.698,optimistic,2050
DZA,DZA.6_1,2335.828,11256.507,15870.761,18517.869,20498.925,optimistic,2050
DZA,DZA.9_1,731.021,3758.181,4757.562,5337.019,5816.037,optimistic,2050
DZA,DZA.10_1,75.914,250.623,610.723,822.32,997.672,optimistic,2050
DZA,DZA.11_1,1210.604,5797.346,8192.84,9674.65,10966.298,optimistic,2050
DZA,DZA.12_1,1495.706,5942.965,11634.999,13921.447,15758.018,optimistic,2050
DZA,DZA.13_1,142.042,83.569,1403.838,2393.239,2966.725,optimistic,2050
DZA,DZA.7_1,96.403,428.591,704.901,827.046,880.699,optimistic,2050
DZA,DZA.8_1,491.576,1897.177,3821.546,4709.43,5480.776,optimistic,2050
DZA,DZA.14_1,979.792,4330.604,6936.523,8607.697,9711.702,optimistic,2050
DZA,DZA.15_1,1017.827,5125.857,6897.032,7531.327,7873.367,optimistic,2050
DZA,DZA.16_1,862.15,4103.035,5913.635,6894.14,7741.863,optimistic,2050
DZA,DZA.17_1,151.316,723.535,1046.852,1193.498,1321.868,optimistic,2050
DZA,DZA.18_1,316.193,1561.269,2127.694,2436.35,2623.179,optimistic,2050
DZA,DZA.19_1,990.694,4503.862,7049.194,8257.493,9318.996,optimistic,2050
DZA,DZA.20_1,432.462,1912.98,3086.727,3755.364,4258.778,optimistic,2050
DZA,DZA.21_1,1587.943,7939.653,10525.855,12081.038,13132.23,optimistic,2050
DZA,DZA.22_1,8.109,42.481,53.902,56.192,58.085,optimistic,2050
DZA,DZA.23_1,2600.165,12334.95,18551.553,20608.449,21243.913,optimistic,2050
DZA,DZA.24_1,539.352,2646.129,3610.346,4188.983,4654.567,optimistic,2050
DZA,DZA.25_1,369.494,1861.997,2436.962,2768.598,3044.341,optimistic,2050
DZA,DZA.26_1,1801.956,8796.255,12072.418,14076.635,15790.12,optimistic,2050
DZA,DZA.27_1,2350.145,11740.298,16169.367,17504.027,17925.97,optimistic,2050
DZA,DZA.29_1,1440.459,7003.494,9796.981,11310.706,12201.655,optimistic,2050
DZA,DZA.30_1,1644.371,7484.897,11556.261,14193.458,14976.184,optimistic,2050
DZA,DZA.28_1,2691.482,12735.38,18336.56,21874.21,24699.702,optimistic,2050
DZA,DZA.31_1,185.086,969.832,1213.284,1302.887,1351.334,optimistic,2050
DZA,DZA.32_1,418.658,1938.138,2883.706,3476.216,3997.154,optimistic,2050
DZA,DZA.33_1,302.644,1103.355,2326.945,3102.376,3718.358,optimistic,2050
DZA,DZA.34_1,1223.009,6036.26,8168.348,9427.33,10410.241,optimistic,2050
DZA,DZA.35_1,2904.653,13436.713,20335.558,24067.973,26619.972,optimistic,2050
DZA,DZA.36_1,729.092,3473.921,5021.004,5833.703,6418.595,optimistic,2050
DZA,DZA.38_1,1327.192,6426.51,9063.909,10389.161,11420.154,optimistic,2050
DZA,DZA.39_1,1783.595,8546.645,12158.317,14169.973,15919.852,optimistic,2050
DZA,DZA.40_1,1401.301,7110.896,9419.292,10336.736,10670.503,optimistic,2050
DZA,DZA.37_1,4261.956,20348.736,29080.721,34127.073,38131.196,optimistic,2050
DZA,DZA.41_1,61.58,263.396,440.551,553.689,654.493,optimistic,2050
DZA,DZA.43_1,3054.811,13957.681,21152.048,25749.7,29796.708,optimistic,2050
DZA,DZA.44_1,10.756,51.887,78.567,80.816,80.816,optimistic,2050
DZA,DZA.45_1,34.809,17.741,390.044,537.628,668.021,optimistic,2050
DZA,DZA.46_1,638.545,2888.257,4440.274,5438.948,6332.979,optimistic,2050
DZA,DZA.47_1,752.4,1396.011,6795.506,10591.459,12914.908,optimistic,2050
DZA,DZA.48_1,861.181,3080.612,6925.805,8685.099,10238.584,optimistic,2050
DZA,DZA.42_1,430.506,2095.105,2897.379,3380.627,3748.744,optimistic,2050
DZA,DZA.4_1,0,0,0,0,0,optimistic,2050
DZA,DZA.1_1,529.126,2725.158,3523.721,3805.704,3954.753,pessimistic,2050
DZA,DZA.5_1,1012.726,4741.208,6971.152,8327.731,9320.469,pessimistic,2050
DZA,DZA.2_1,3005.691,15189.727,20436.062,21956.609,23014.396,pessimistic,2050
DZA,DZA.3_1,594.061,2769.212,4072.278,4897.773,5629.315,pessimistic,2050
DZA,DZA.6_1,2284.65,10020.902,16588.047,19829.226,22245.342,pessimistic,2050
DZA,DZA.9_1,721.335,3739.318,4660.13,5216.565,5666.644,pessimistic,2050
DZA,DZA.10_1,146.04,593.729,1087.04,1388.418,1541.677,pessimistic,2050
DZA,DZA.11_1,1549.064,7326.836,10549.14,12582.349,14276.814,pessimistic,2050
DZA,DZA.12_1,2531.188,11710.844,17526.359,20989.814,23925.256,pessimistic,2050
DZA,DZA.13_1,280.418,144.689,3131.892,4327.514,5412.355,pessimistic,2050
DZA,DZA.7_1,121.392,593.711,858.052,915.561,938.746,pessimistic,2050
DZA,DZA.8_1,409.83,1151.087,3586.242,4707.432,5712.308,pessimistic,2050
DZA,DZA.14_1,1573.638,7796.443,10781.273,11885.246,12503.762,pessimistic,2050
DZA,DZA.15_1,851.753,3891.44,6086.676,7143.841,7626.47,pessimistic,2050
DZA,DZA.16_1,1178.06,5889.321,7796.594,8943.564,9839.278,pessimistic,2050
DZA,DZA.17_1,196.852,1010.022,1291.305,1443.988,1531.823,pessimistic,2050
DZA,DZA.18_1,354.561,1863.788,2296.754,2497.375,2636.432,pessimistic,2050
DZA,DZA.19_1,852.138,3435.454,6516.643,7861.974,9068.695,pessimistic,2050
DZA,DZA.20_1,588.176,2879.657,3974.735,4557.936,5006.179,pessimistic,2050
DZA,DZA.21_1,1320.798,6256.101,9026.795,10711.857,11987.894,pessimistic,2050
DZA,DZA.22_1,9.584,49.665,64.156,67.445,70.186,pessimistic,2050
DZA,DZA.23_1,2080.166,8445.562,15593.134,19864.914,21458.615,pessimistic,2050
DZA,DZA.24_1,501.034,2307.074,3458.889,4190.212,4816.692,pessimistic,2050
DZA,DZA.25_1,456.798,2302.193,3004.197,3426.586,3787.934,pessimistic,2050
DZA,DZA.26_1,2232.758,11207.182,14811.285,16842.055,18274.695,pessimistic,2050
DZA,DZA.27_1,2741.521,14956.802,17601.917,18012.44,18151.565,pessimistic,2050
DZA,DZA.29_1,1164.742,5155.894,8272.411,10253.609,11318.347,pessimistic,2050
DZA,DZA.30_1,2212.237,11443.874,14775.3,15642.883,16397.975,pessimistic,2050
DZA,DZA.28_1,3438.543,16428.252,23875.796,27277.604,29513.387,pessimistic,2050
DZA,DZA.31_1,206.879,1142.322,1296.635,1353.038,1372.064,pessimistic,2050
DZA,DZA.32_1,509.711,2513.683,3392.706,3932.02,4399.457,pessimistic,2050
DZA,DZA.33_1,345.515,1433.448,2577.68,3153.51,3599.306,pessimistic,2050
DZA,DZA.34_1,1103.228,5009.883,7702.786,9375.464,10661.884,pessimistic,2050
DZA,DZA.35_1,3918.036,20443.025,25890.897,27578.411,28652.931,pessimistic,2050
DZA,DZA.36_1,875.875,4388.572,5930.233,6648.16,6684.497,pessimistic,2050
DZA,DZA.38_1,1512.445,7431.884,10227.96,11671.914,12670.014,pessimistic,2050
DZA,DZA.39_1,1515.699,6433.258,10932.285,13775.772,15956.686,pessimistic,2050
DZA,DZA.40_1,1471.112,7501.264,10033.721,10593.546,10776.578,pessimistic,2050
DZA,DZA.37_1,4049.249,18796.541,27925.733,33661.149,37934.263,pessimistic,2050
DZA,DZA.41_1,62.232,269.366,446.163,551.353,642.141,pessimistic,2050
DZA,DZA.43_1,4238.915,20893.541,28404.788,33000.79,35335.313,pessimistic,2050
DZA,DZA.44_1,13.661,80.037,80.816,80.816,80.816,pessimistic,2050
DZA,DZA.45_1,82.04,274.748,670.646,888.605,996.766,pessimistic,2050
DZA,DZA.46_1,816.755,3925.65,5506.852,6503.782,7384.065,pessimistic,2050
DZA,DZA.47_1,1494.442,4385.525,12648.577,17014.095,20966.412,pessimistic,2050
DZA,DZA.48_1,1210.036,5486.752,8450.45,10251.464,11831.384,pessimistic,2050
DZA,DZA.42_1,452.634,2137.975,3106.079,3701.448,4056.482,pessimistic,2050
DZA,DZA.4_1,0,0,0,0,0,pessimistic,2050
DZA,DZA.1_1,499.097,2535.147,3354.091,3669.957,3801.997,optimistic,2100
DZA,DZA.5_1,1231.477,5952.65,8849.593,9385.267,9452.309,optimistic,2100
DZA,DZA.2_1,2208.904,9487.116,16304.422,19810.985,21179.606,optimistic,2100
DZA,DZA.3_1,423.832,1556.252,3334.024,4229.485,5025.613,optimistic,2100
DZA,DZA.6_1,2342.282,10864.64,16177.772,19429.098,22012.508,optimistic,2100
DZA,DZA.9_1,737.995,3666.025,4900.979,5638.341,6258.605,optimistic,2100
DZA,DZA.10_1,87.903,272.897,738.248,967.765,1172.758,optimistic,2100
DZA,DZA.11_1,1247.565,5676.939,8670.034,10550.26,12206.422,optimistic,2100
DZA,DZA.12_1,1560.091,5806.297,12374.76,15349.295,17748.52,optimistic,2100
DZA,DZA.13_1,164.796,90.576,1691.172,2718.642,3371.824,optimistic,2100
DZA,DZA.7_1,126.738,629.157,889.312,931.741,961.513,optimistic,2100
DZA,DZA.8_1,411.842,1207.956,3590.016,4615.495,5513.633,optimistic,2100
DZA,DZA.14_1,1097.629,4901.655,7833.023,9458.453,10497.335,optimistic,2100
DZA,DZA.15_1,1017.197,5018.702,7026.815,7750.514,7924.414,optimistic,2100
DZA,DZA.16_1,945.585,4468.442,6488.593,7642.642,8634.429,optimistic,2100
DZA,DZA.17_1,173.893,858.567,1171.271,1327.934,1462.692,optimistic,2100
DZA,DZA.18_1,367.565,1853.408,2450.148,2740.221,2941.365,optimistic,2100
DZA,DZA.19_1,908.851,3519.085,7173.373,8680.478,9639.843,optimistic,2100
DZA,DZA.20_1,545.08,2557.2,3767.408,4455.918,4954.519,optimistic,2100
DZA,DZA.21_1,1659.018,8010.743,11637.389,13009.6,13225.628,optimistic,2100
DZA,DZA.22_1,9.123,49.899,57.646,60.183,62.315,optimistic,2100
DZA,DZA.23_1,2390.636,10631.274,17603.082,20525.811,21286.873,optimistic,2100
DZA,DZA.24_1,588.441,2795.602,4028.244,4787.356,5200.392,optimistic,2100
DZA,DZA.25_1,428.032,2112.982,2857.11,3292.948,3659.041,optimistic,2100
DZA,DZA.26_1,1740.712,8246.796,11857.837,14080.743,16010.376,optimistic,2100
DZA,DZA.27_1,2306.096,11289.059,16241.505,17449.1,17854.841,optimistic,2100
DZA,DZA.29_1,1390.944,6581.845,9682.222,11194.285,12158.495,optimistic,2100
DZA,DZA.30_1,1592.816,7156.87,11329.687,13872.581,14648.988,optimistic,2100
