,iso,time_horizon,scenario,PMD_1.0_med,PMD_10.0_med,PMD_25.0_med,PMD_50.0_med,PMD_100.0_med,PMD_250.0_med,PMD_1000.0_med,aed_med
254,BWA,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,BWA,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,BWA,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,BWA,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,BWA,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,BWA,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,BWA,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,CAF,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,CAF,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,CAF,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,CAF,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,CAF,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,CAF,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,CAF,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,CAF,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,CAF,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,CAN,2020,medium,49781.25772916,59456.488882747,62426.906230399996,69866.7521672,73719.25214920001,78156.9553404,81119.4544886,60752.25771511
271,CAN,2020,optimistic,49781.25772916,59311.421552747,62426.906230399996,69866.7521672,73780.5603092,78156.9553404,81119.4544886,60738.36405611
272,CAN,2020,pessimistic,49781.25772916,59456.488882747,62189.826385399996,70963.6907172,73796.57925919999,78184.19236039999,82382.7268486,60766.85878311
273,CAN,2050,medium,57276.4604237,69373.9945042,72937.13988090001,77010.0289153,81097.89381760001,84269.2515054,88741.1630604,69908.3431613
274,CAN,2050,optimistic,56922.8177782,68659.93302140001,72799.62996750002,76382.137857,80339.648166,83579.44776740001,88302.9423549,69454.4562545
275,CAN,2050,pessimistic,59366.2950997,69528.14821310001,73683.5863507,77939.439386,81496.5877785,85936.27088320002,89394.65507940002,72073.3477791
276,CAN,2100,medium,72123.1635508,86496.7312553,90629.60243001,96987.25575408,101465.85595768,108244.297345,133040.789217,87918.44243176501
277,CAN,2100,optimistic,65128.3781663,80672.4068464,85155.0236854,87723.8643412,94380.38564297999,97921.82656028,108529.44270859999,79800.317693238
278,CAN,2100,pessimistic,85427.80962089999,100464.86974028,109652.202999,125791.91609000001,141658.24191044,155136.4450926,182218.10317420002,104595.569346777
279,CHE,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,CHE,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,CHE,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,CHE,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,CHE,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,CHE,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,CHE,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,CHE,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,CHE,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,CHL,2020,medium,368.98446916,381.3230542600001,453.85749816000003,829.2188794840001,1280.641782284,3464.6624250100003,5021.0807586109995,473.54160039
289,CHL,2020,optimistic,368.98446916,381.3230542600001,453.85749816000003,827.741051184,1280.641782284,3464.6624250100003,5021.0807586109995,473.51204378999995
290,CHL,2020,pessimistic,368.98446916,381.3230542600001,453.85749816000003,829.2188794840001,1280.641782284,3464.6624250100003,5021.0807586109995,473.54160039
291,CHL,2050,medium,368.98446916,751.122739724,1366.2555962840001,3482.581218370001,4925.1522506109995,5588.073407911,6013.170699626,646.0155782040001
292,CHL,2050,optimistic,368.98446916,586.2408217239998,1291.890519284,3430.00081237,4925.1522506109995,5548.963628511,5999.830888910999,625.3313962750001
293,CHL,2050,pessimistic,368.98446916,948.075106624,3399.4783013700003,4060.4854246110003,5194.854234511,5602.3021109109995,6025.909472626,761.364480637
294,CHL,2100,medium,3630.2930261250003,6019.452005423001,6064.958245263,6147.761286442999,6204.069653443,6364.249058957001,7693.803479927001,4692.983278091001
295,CHL,2100,optimistic,587.906765824,5225.945152271,5942.759826626,6020.0728436260015,6035.243539423001,6062.660026693001,6241.264153263999,1559.4574707949998
296,CHL,2100,pessimistic,6107.419021123001,6357.388728029002,6603.546548927001,7005.903026357,8800.374215626996,11658.337233057,12144.475339501,7294.199383151002
297,CHN,2020,medium,261804.7928717,474680.8699102,609671.6393210001,1014141.53933503,1304885.15118902,1990370.6705285502,18430216.9475666,393383.127389271
298,CHN,2020,optimistic,261804.7928717,474693.9559902,617141.724591,1014495.0336280301,1306047.30150902,1991886.7030985502,18451733.576066602,393729.51147807104
299,CHN,2020,pessimistic,261804.7928717,474680.8699102,609671.6393210001,1014141.53933503,1304885.15118902,1990370.6705285502,18430216.9475666,393383.127389271
300,CHN,2050,medium,333574.73633762996,579768.30227214,716056.50565099,1175527.50978299,1486059.29975755,3070016.2012148798,24567563.648971997,495412.59847857995
301,CHN,2050,optimistic,329906.06795960007,568510.83070214,702896.9417189901,1156212.0208059899,1474118.9708005497,2805546.49326488,24105573.71477,488066.218581478
302,CHN,2050,pessimistic,342235.13908704004,611515.81613111,755261.1226699898,1215485.9571739899,1546548.43159855,4057715.1716166,26029559.740721002,515632.7894913
303,CHN,2100,medium,570988.2660253299,1129956.2046896,1383615.6405785999,2270344.2473345,5863854.282368,18029988.177868,38435173.071710005,953929.0657618
304,CHN,2100,optimistic,463924.67941599,743294.0309742799,1202715.33172288,1465206.8050648798,2965941.5668707998,10093900.914106,33332121.980718996,719033.9731469599
305,CHN,2100,pessimistic,787280.4686536,1550889.7758601,3829470.9877319997,7883598.646921,12159999.261024002,30113986.913714,50642061.418574,1545918.260392
306,CIV,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,CIV,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,CIV,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,CIV,2050,medium,1146.320342517,1577.10901347,1590.9746487700004,1626.77929777,1626.77929777,1626.77929777,2440.21490267,1425.4209409300001
310,CIV,2050,optimistic,932.051664117,1266.0621256700001,1577.10901347,1582.3025104700005,1590.9746487700004,1626.77929777,1626.77929777,1177.43193043
311,CIV,2050,pessimistic,1266.0621256700001,1626.77929777,1626.77929777,2440.21490267,2440.21490267,2453.5756726700006,2453.5756726700006,1579.28555329
312,CIV,2100,medium,3596.5750056999996,4015.9271635,4192.5373785,4192.5373785,4192.5373785,4198.1562347,4198.1562347,4312.63612
313,CIV,2100,optimistic,3122.0564217,3122.0564217,3158.8804497,3167.1028047,3228.1708287,3236.4247467,3255.0957216999996,3672.4418404999997
314,CIV,2100,pessimistic,6689.968314,6780.2138589999995,6937.958562,6937.958562,6937.958562,6937.958562,7089.763274000001,7888.488396
315,CMR,2020,medium,69.09386041,69.09386041,69.09386041,69.09386041,69.09386041,69.09386041,69.09386041,81.18528598
316,CMR,2020,optimistic,69.09386041,69.09386041,69.09386041,69.09386041,69.09386041,69.09386041,69.09386041,81.18528598
317,CMR,2020,pessimistic,69.09386041,69.09386041,69.09386041,69.09386041,69.09386041,69.09386041,69.09386041,81.18528598
318,CMR,2050,medium,69.09386041,153.9396707,169.18516340000005,169.18516340000005,169.18516340000005,169.18516340000005,252.64160640000003,97.26017117
319,CMR,2050,optimistic,69.09386041,110.6396344,153.9396707,153.9396707,169.18516340000005,169.18516340000005,169.18516340000005,91.93198154
320,CMR,2050,pessimistic,110.6396344,169.18516340000005,169.18516340000005,250.0302296,252.64160640000003,252.64160640000003,252.64160640000003,143.11578590000005
321,CMR,2100,medium,555.9638941000002,561.9644951,564.575872,588.2870687999998,976.8845065,978.031451,997.9011692,661.1879918999998
322,CMR,2100,optimistic,481.1694587,555.9638941000002,555.9638941000002,555.9638941000002,555.9638941000002,555.9638941000002,555.9638941000002,578.4631402000001
323,CMR,2100,pessimistic,1347.1748281,4361.802978,5240.155142,5253.683588,5270.109222,5272.662888999999,6683.426883,2178.5101741
324,COD,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,COD,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,COD,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,COD,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,COD,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,COD,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,COD,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,COD,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,COD,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,COG,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,COG,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,COG,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,COG,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,COG,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,COG,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,COG,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,COG,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,COG,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,COL,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,COL,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,COL,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,COL,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,COL,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,COL,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,COL,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,COL,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,COL,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,CPV,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,CPV,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,CPV,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,CPV,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,CPV,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,CPV,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,CPV,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,CPV,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,CPV,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,CRI,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,CRI,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,CRI,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,CRI,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,CRI,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,CRI,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,CRI,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,CRI,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,CRI,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,CUB,2020,medium,21.44210949,21.44210949,21.44210949,21.44210949,100.36396559599999,846.39411637,9129.466607647999,38.391529739
370,CUB,2020,optimistic,21.44210949,21.44210949,21.44210949,21.44210949,100.36396559599999,846.39411637,9129.466607647999,38.391529739
371,CUB,2020,pessimistic,21.44210949,21.44210949,21.44210949,21.44210949,100.36396559599999,846.39411637,9157.800607148001,38.419863739
372,CUB,2050,medium,21.44210949,21.44210949,21.44210949,86.61220320000001,103.749118971,1725.4509187410004,11848.68984097,45.964233598
373,CUB,2050,optimistic,21.44210949,21.44210949,21.44210949,86.61220320000001,102.66956225999999,1710.1258103510002,11848.68984097,45.892137597
374,CUB,2050,pessimistic,21.44210949,21.44210949,21.44210949,86.61220320000001,247.39887879900007,1725.4509187410004,11859.38910547,47.411430459
375,CUB,2100,medium,59.78546802,124.95556173,124.95556173,144.610749369,977.1362462870001,4009.28960578,20469.6195136,126.449602035
376,CUB,2100,optimistic,21.44210949,21.44210949,124.95556173,130.85898697300001,701.6653217410001,3622.798818798,19208.79636606,71.91836750799999
377,CUB,2100,pessimistic,124.95556173,124.95556173,130.85898697300001,359.912835289,1594.982500083,7357.2555489,25280.301308314003,220.54288258300002
378,CUW,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,CUW,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,CUW,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,CUW,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,CUW,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,CUW,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,CUW,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,CUW,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,CUW,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,CYM,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,CYM,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,CYM,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,CYM,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,CYM,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,CYM,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,CYM,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,CYM,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,CYM,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,CZE,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,CZE,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,CZE,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,CZE,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,CZE,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,CZE,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,CZE,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,CZE,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,CZE,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,DEU,2020,medium,14623.940744911999,18986.787191151,23339.757440938003,23894.532720970004,417614.94121264,613559.5199244,774171.8266473999,25338.659737594
406,DEU,2020,optimistic,14625.780394911999,18986.787191151,23339.757440938003,23894.532720970004,418628.99563994,614485.6878244,774944.1096274001,25355.116883366998
407,DEU,2020,pessimistic,14623.940744911999,18986.787191151,23339.757440938003,23894.532720970004,417614.94121264,613559.5199244,774171.8266473999,25338.659737594
408,DEU,2050,medium,15310.946734731999,23631.13044651,101733.65131887999,478039.28965159995,643703.2270442,789401.8159509,927206.4574752001,41826.037614400004
409,DEU,2050,optimistic,15139.749564732,23546.99207904,24370.68220988,459352.70860053,625579.8080457,770161.6974084999,912435.6796428,37905.210777953995
410,DEU,2050,pessimistic,15357.054644732,23709.16275993,139599.67388788,507023.5170176,662110.7271425,807428.7338028,940829.9049628001,44244.080326929994
411,DEU,2100,medium,21247.446081950002,273128.2318348,672691.772668524,848313.9675504239,960286.7498981999,1056972.6492082,1155211.0349992,107420.18866438801
412,DEU,2100,optimistic,16755.11745654,146317.6422061,543202.387009,725666.7636036241,862384.845707924,975424.4943048242,1084232.364068824,81238.091221095
413,DEU,2100,pessimistic,24092.013001500003,613155.7901223,871628.1871271401,1002199.59734375,1092318.02579975,1176871.54550539,1275721.01187739,157223.09891828
414,DJI,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,DJI,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,DJI,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,DJI,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,DJI,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,DJI,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,DJI,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,DJI,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,DJI,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,DMA,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,DMA,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,DMA,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,DMA,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,DMA,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,DMA,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,DMA,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,DMA,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,DMA,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,DOM,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,DOM,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,DOM,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,DOM,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,DOM,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,DOM,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,DOM,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,DOM,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,DOM,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,DZA,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,DZA,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,DZA,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,DZA,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,DZA,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,DZA,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,DZA,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,DZA,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,DZA,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,ECU,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,ECU,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,ECU,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,ECU,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,ECU,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,ECU,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,ECU,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,ECU,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,ECU,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,EGY,2020,medium,237827.0337,243322.44449999998,247385.826,250798.8961,259477.9537,266866.3025,270792.874,281003.7266
460,EGY,2020,optimistic,237827.0337,241219.1774,247385.826,250798.8961,259477.9537,266866.3025,269777.6416,280792.3847
461,EGY,2020,pessimistic,237827.0337,243322.44449999998,247385.826,250798.8961,259477.9537,266866.3025,270792.874,281003.7266
462,EGY,2050,medium,274725.92559999996,303948.78703744407,313030.64369169006,324037.52459169005,331442.37579169,335470.01059169,337187.75359169,329116.272208121
463,EGY,2050,optimistic,272174.1888,303948.78703744407,310850.104759935,313267.03919169004,325378.95939169,331709.65949169,336597.81279169,326185.63866285095
464,EGY,2050,pessimistic,284312.14540000004,314438.97989169,334816.91359169,336647.03599169,339355.32859169005,342096.26919169,361922.70729169005,341005.521723546
465,EGY,2100,medium,386066.16799169,396559.29659757,406539.71382005996,410277.23932005995,411197.80492006,414363.34842005995,422234.52423323,456380.896891567
466,EGY,2100,optimistic,368012.20789168996,381177.26359169,385808.61269169,387673.87579169,387673.87579169,389708.31589168997,391505.77749757003,435142.83403334994
467,EGY,2100,pessimistic,443594.88003323,468895.91062445997,472415.26732446003,473674.52902976,482687.86424276,484186.5536792,485629.8611792,526103.82714092
468,ERI,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,ERI,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,ERI,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,ERI,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,ERI,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,ERI,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,ERI,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,ERI,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,ERI,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,ESH,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,ESH,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,ESH,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,ESH,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,ESH,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,ESH,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,ESH,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,ESH,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,ESH,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,ESP,2020,medium,102.56139064,105.65559606,105.65559606,214.35332145000004,294.23703658,312.09663688,446.35938418,126.277356815
487,ESP,2020,optimistic,102.56139064,105.65559606,105.65559606,213.20877849000001,294.23703658,312.09663688,401.95184057999995,126.210058405
488,ESP,2020,pessimistic,102.56139064,105.65559606,105.65559606,214.35332145000004,294.23703658,312.09663688,446.35938418,126.277356815
489,ESP,2050,medium,124.78544529999999,315.38645648,359.60511378,480.53193578000014,559.1681658800001,889.0601665500002,1231.1080834400002,190.69796461299998
490,ESP,2050,optimistic,111.02030167,307.03983557999993,359.60511378,478.55739048,518.02106578,870.9390746800001,1210.2166044400003,175.553821143
491,ESP,2050,pessimistic,136.1900444,351.75236368000003,478.55739048,519.28064678,585.1740813799998,1159.20335885,1624.233563771,213.005977115
492,ESP,2100,medium,1397.6282240210003,2145.415489762,2430.4992163719994,5290.353265472,6128.298601471999,6978.492904983001,7433.767886021999,1911.8275321250003
493,ESP,2100,optimistic,849.394382761,1339.4746244110001,1753.204433351,1949.7082123510002,2114.8555070899997,2391.899902089999,3022.1864116899997,1126.202527877
494,ESP,2100,pessimistic,5317.094050193,7467.43260565,7765.894118530999,8912.712087221,10945.654683320998,11732.686495920998,12452.118865981,6721.566727324001
495,EST,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,EST,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,EST,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,EST,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,EST,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,EST,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,EST,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,EST,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,EST,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,ETH,2020,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,ETH,2020,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,ETH,2020,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,ETH,2050,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,ETH,2050,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,ETH,2050,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,ETH,2100,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,ETH,2100,optimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,ETH,2100,pessimistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,FIN,2020,medium,0.0,0.0,26.86799721,40.37105543,40.37105543,40.37105543,71.60460762,2.518940381
514,FIN,2020,optimistic,0.0,0.0,26.86799721,40.37105543,40.37105543,40.37105543,71.60460762,2.518940381
