admin0,GID_1,AAD,PMD_2,PMD_5,PMD_10,PMD_25,PMD:50,PMD_100,PMD_250,PMD_500,PMD_1000,scenario,year
AFG,AFG.1_1,463.2482352,106.2347622,220.0907118,632.0947047,1561.907941,1713.240927,1927.807332,2195.753398,2451.893748,3194.160995,current,2020
AFG,AFG.10_1,91.33765083,27.4007957,109.8421592,144.0940955,461.7914079,509.71936,826.5848873,1327.628871,1511.975571,1739.070368,current,2020
AFG,AFG.11_1,70.62871929,3.10452044,118.5345872,276.4677896,280.2649552,295.5757616,436.5486827,483.364449,486.8616611,489.876903,current,2020
AFG,AFG.12_1,151.7773372,31.45327039,148.1204946,185.0836451,299.8961653,501.7869679,714.5412192,1087.121781,1187.305708,1265.935094,current,2020
AFG,AFG.13_1,2.040661361,0,4.606022649,5.398237369,16.01403571,17.97393249,21.98616688,25.57514728,29.10422186,33.21548686,current,2020
AFG,AFG.14_1,19526.67463,5316.248666,23540.11744,63508.91266,85019.2194,102291.2112,118984.9572,127854.4985,135223.75,139187.4324,current,2020
AFG,AFG.15_1,146.2538937,68.23424652,249.9136381,466.1920416,550.6428437,672.7036558,958.0693882,1372.195912,2001.980233,3337.246711,current,2020
AFG,AFG.16_1,90.06775538,0,164.3353673,176.8888112,218.1857499,1484.526599,1850.704169,2020.007749,2086.692199,2215.293141,current,2020
AFG,AFG.17_1,656.514777,258.6969063,562.1886806,680.3721061,1065.441559,1245.281617,1314.993104,1545.412746,1802.724772,2055.727675,current,2020
AFG,AFG.18_1,6882.015413,1097.453484,9984.378025,10939.44627,13921.46736,14732.85751,15443.56445,18396.452,19580.40283,20315.62108,current,2020
AFG,AFG.19_1,59.62865455,27.6515921,59.38405762,122.6448828,197.2056481,244.2521323,272.0119457,315.7029225,372.1455725,386.2514922,current,2020
AFG,AFG.2_1,917.2326633,72.26756242,2464.319591,2466.276317,2484.04115,2709.93145,3110.394391,3324.829455,3767.22898,4182.740263,current,2020
AFG,AFG.20_1,1104.629504,0,0,5523.268498,10446.57846,11504.97563,12115.23463,12601.93023,12959.28965,13296.41237,current,2020
AFG,AFG.21_1,2549.551433,635.9393422,2870.874622,6611.145353,9817.03646,11098.48747,11945.24034,12899.65019,13477.29942,13564.15663,current,2020
AFG,AFG.22_1,4980.429268,385.4224138,6468.732882,11862.86319,29311.09373,48886.20516,58527.07325,65910.54239,69554.3306,77265.46514,current,2020
AFG,AFG.23_1,3.579810408,0,10.36930561,10.71166992,13.08479289,13.33300551,13.62024774,23.38285342,33.79978573,40.55249657,current,2020
AFG,AFG.24_1,6981.272724,1508.23106,1560.348153,1625.085914,2342.947302,2680.41787,2746.407495,2783.118552,2802.008886,2822.236158,current,2020
AFG,AFG.25_1,199.9044703,88.62031127,320.7088008,448.4508709,564.3682934,603.1543299,634.6854148,675.8359141,754.2309682,783.7854924,current,2020
AFG,AFG.26_1,983.4524886,512.6449693,513.1366711,549.4144453,633.91618,693.5642298,752.2093627,810.6861848,972.1611237,1030.59051,current,2020
AFG,AFG.27_1,0,0,0,0,0,0,0,0,0,0,current,2020
AFG,AFG.28_1,515.4621067,310.1920777,672.2084395,994.0698644,1175.130201,1303.877199,1384.400348,1451.695432,1507.826072,1632.243036,current,2020
AFG,AFG.29_1,27.01408508,12.90441164,24.67869806,26.14281422,37.9830984,418.2300101,455.9914249,459.4498228,459.8303527,460.9139407,current,2020
AFG,AFG.3_1,24.84036634,3.87429896,20.7279828,37.64027141,202.10054,208.5850066,526.6256328,549.3830573,606.1356968,812.2281402,current,2020
AFG,AFG.30_1,6.545882048,2.781088712,4.52189861,6.084028485,7.526997366,14.77364315,39.71283534,54.7117549,87.60104789,87.84534962,current,2020
AFG,AFG.31_1,70.62235458,17.15448266,156.6926496,199.4111374,284.0823715,388.1504571,435.3930214,465.0489374,545.7419927,557.3824038,current,2020
AFG,AFG.32_1,69.71668127,2.370341897,99.167965,313.9510334,408.9218532,432.888769,477.7946349,679.1970064,869.5824531,888.4489217,current,2020
AFG,AFG.33_1,477.3643561,211.9381676,596.1336198,1071.389119,2824.516656,2895.472244,4246.029043,4287.116792,7952.561443,8262.713602,current,2020
AFG,AFG.34_1,54.96909783,42.19143565,59.25981308,60.63112792,277.4424548,288.9411626,325.7100793,464.5844874,770.8343798,1002.541447,current,2020
AFG,AFG.4_1,512.2437805,233.1313283,870.3011047,1429.339821,2802.57849,2911.328026,3055.90839,3345.78687,3415.680664,3641.51814,current,2020
AFG,AFG.5_1,26.26236799,3.280793349,25.87846027,81.53056321,84.38037571,170.42559,170.5954789,172.1287733,3217.762437,3217.762437,current,2020
AFG,AFG.6_1,129.8141001,52.25028086,137.8003993,240.1602535,333.1941375,392.0994513,500.6036127,4289.687714,4297.59836,4341.999833,current,2020
AFG,AFG.7_1,4.830755696,2.131948233,6.031310081,10.31926191,21.57738574,24.87219637,25.69422455,26.58034236,28.73385013,29.21380441,current,2020
AFG,AFG.8_1,528.8807562,15.82947699,765.9538075,1156.79439,3598.075466,4340.902077,4499.097474,5919.7498,6036.180077,6057.031621,current,2020
AFG,AFG.9_1,97.84856395,47.97220356,103.1870661,177.8986656,293.6113131,364.4264117,466.4873989,498.5806212,522.1362798,530.5429804,current,2020
AGO,AGO.1_1,4214.233575,369.3482291,7905.901878,15643.24823,23072.09281,26269.67225,28564.20377,30815.95388,38735.67577,40979.28304,current,2020
AGO,AGO.10_1,861.7763996,359.9482471,970.6544063,1542.83112,1946.258155,2372.214005,2586.254557,2773.84028,2913.280219,2924.991009,current,2020
AGO,AGO.11_1,20427.54769,0,2085.922799,85780.40334,194837.1601,209135.5847,223810.788,230515.6676,234604.1448,236036.6852,current,2020
AGO,AGO.12_1,781.4376166,363.6237941,1553.114113,1962.586529,2452.813257,2649.446256,2914.062733,3284.888153,3829.484629,4071.78617,current,2020
AGO,AGO.13_1,109.0482591,29.79191147,171.716223,357.8198859,570.5421187,665.7624628,743.7484538,841.7100544,907.9391863,987.6987547,current,2020
AGO,AGO.14_1,460.5485681,290.5627674,732.4358677,1165.04585,1409.76703,1616.26206,1760.308958,1908.155469,2025.868204,2136.935912,current,2020
AGO,AGO.15_1,876.3263915,744.7352624,1238.686249,1464.303664,1728.364686,1868.395395,1978.693797,2209.657685,2351.815545,2634.238211,current,2020
AGO,AGO.16_1,299.0637841,112.5623833,196.531953,230.2551793,275.863268,323.6867574,351.2204992,379.7793829,391.6021595,403.924753,current,2020
AGO,AGO.17_1,630.5387053,185.3293662,1521.28676,1736.79073,2108.794216,2174.911782,2215.035935,2417.561476,2483.308522,2569.021871,current,2020
AGO,AGO.18_1,981.6114707,372.4376994,1082.043575,3275.003521,5185.292667,6260.76676,7094.265994,8378.146765,8856.207792,9167.658351,current,2020
AGO,AGO.2_1,1032.479974,276.7454491,526.4260808,698.189029,911.1298911,19618.74403,23624.35807,25877.25723,26753.69644,28221.65175,current,2020
AGO,AGO.3_1,592.9533496,363.2229386,885.924812,1116.081102,1276.996417,1337.748831,1392.886407,1456.968107,1624.878009,1792.617231,current,2020
AGO,AGO.4_1,1046.821489,6.970078215,2782.40279,3228.899553,5130.507749,6327.381193,6994.327339,8895.204184,9833.937891,10253.82412,current,2020
AGO,AGO.5_1,8905.866289,6221.776202,13338.00415,19140.52335,22525.5193,23632.74821,24574.1979,25720.89496,26126.24901,26561.75611,current,2020
AGO,AGO.6_1,771.8813696,293.1029643,974.1229008,3068.179013,3562.064031,4509.093615,12743.45168,12981.63888,13640.38193,13730.47061,current,2020
AGO,AGO.7_1,540.8435463,348.7677782,743.8552096,1339.289949,2166.36199,2611.445081,2865.326853,3230.236645,3368.507838,3676.119838,current,2020
AGO,AGO.8_1,4089.123941,1238.372163,6260.149171,7908.420455,9934.067106,10222.14217,10426.93917,10674.75157,11194.97404,11248.14064,current,2020
AGO,AGO.9_1,306.348383,173.2553344,203.0848669,209.3905756,250.9492789,289.18875,324.6566957,363.2171372,404.5739186,425.2541818,current,2020
ALB,ALB.1_1,20.88183865,0,11.80241053,51.7779768,159.8191468,257.8446482,409.1823351,475.3468105,642.1281799,709.2295251,current,2020
ALB,ALB.10_1,204.173743,1.090914365,166.62106,201.7328085,1319.248361,3039.463007,4293.804064,4978.669211,6450.795073,7445.528457,current,2020
ALB,ALB.11_1,11.05705043,0,0,0,46.13822702,281.4710189,321.671989,378.9763814,427.6345024,500.3029678,current,2020
ALB,ALB.12_1,6.441005449,0,0,27.91760693,52.241456,57.77596192,72.69881539,77.4934226,88.40321088,119.4002582,current,2020
ALB,ALB.2_1,15.25936177,1.055066303,4.38647222,38.58166265,126.9232138,154.816992,194.0773289,246.9044789,285.2049296,301.1646253,current,2020
ALB,ALB.3_1,2.233677934,0,0,0,0,45.88164148,82.9719312,149.3462132,200.9254407,276.7184245,current,2020
ALB,ALB.4_1,11.14210794,0,3.682231125,10.35162266,94.68317296,140.1100186,196.0939734,219.9041914,240.8769042,260.306055,current,2020
ALB,ALB.5_1,45.4413172,0,53.2401327,178.6751928,302.5996124,366.9977079,418.3469482,487.193754,542.4485006,555.5445595,current,2020
ALB,ALB.6_1,63.64438074,0,88.19645396,247.0463237,540.4181618,651.137437,754.5077013,857.8967981,870.6403515,982.4506899,current,2020
ALB,ALB.7_1,9.918549393,0,25.76541445,41.17497949,57.7687193,59.70334331,60.68832392,62.57774313,67.09365176,85.74878528,current,2020
ALB,ALB.8_1,52.11680031,43.62421893,69.92576085,113.0220207,144.6194803,182.4314445,193.032328,203.9116399,219.9973546,221.3624167,current,2020
ALB,ALB.9_1,14.46197199,0,10.00509265,49.34721889,108.4333517,159.6047635,207.1528324,225.21377,261.2057411,263.6033223,current,2020
AND,AND.1_1,1.355958258,0,0,0,0,0,0,0,264.3700468,559.8172243,current,2020
AND,AND.2_1,0,0,0,0,0,0,0,0,0,0,current,2020
AND,AND.3_1,0,0,0,0,0,0,0,0,0,0,current,2020
AND,AND.4_1,0,0,0,0,0,0,0,0,0,0,current,2020
AND,AND.5_1,0,0,0,0,0,0,0,0,0,0,current,2020
AND,AND.6_1,0,0,0,0,0,0,0,0,0,0,current,2020
AND,AND.7_1,1.265130932,0,0,0,0,0,10.47401577,138.7912648,168.44405,310.005401,current,2020
ARE,ARE.1_1,8.552092387,0.068089791,3.253166385,36.00610024,61.62851476,74.54396969,151.5770272,180.561654,186.4590356,188.4855746,current,2020
ARE,ARE.2_1,1.332742516,0,0,0,0,0,0,64.13492107,214.4071687,446.3495569,current,2020
ARE,ARE.3_1,0.071100603,0,0,0,0,0.717592299,0.738335071,4.160065167,8.694010079,13.19907871,current,2020
ARE,ARE.4_1,0,0,0,0,0,0,0,0,0,0,current,2020
ARE,ARE.5_1,0.525774224,0,0,0,0,0,5.723394543,80.93338913,80.93338913,80.93338913,current,2020
ARE,ARE.6_1,0,0,0,0,0,0,0,0,0,0,current,2020
ARE,ARE.7_1,5.72E-10,0,0,0,0,0,0,0,0,0,current,2020
ARG,ARG.1_1,2257.67,1394.38,2818.7,4661.6,9000.1,12476.25,17478.53,21986.36,23315.52,24239.37,current,2020
ARG,ARG.10_1,42.26,25.3,44.53,80.11,160.89,207.02,235.95,252.28,272.26,291.9,current,2020
ARG,ARG.11_1,92.8,65.01,108.33,172.9,431.22,543.78,653.21,749.85,761.32,783.08,current,2020
ARG,ARG.12_1,38.86,18.53,60.82,125.83,135.33,169.22,182.06,186.29,187.19,188.83,current,2020
ARG,ARG.13_1,289.83,266.72,389.15,410.13,481.04,707.58,867.68,995.41,1203.31,1402.42,current,2020
ARG,ARG.14_1,1019.26,205.66,1434.8,2786.71,6426.96,7899.68,8730.72,10298.38,11358.49,12401.02,current,2020
ARG,ARG.15_1,51.58,15.05,30.4,58.73,129.51,301.63,533.71,783.04,783.27,783.62,current,2020
ARG,ARG.16_1,529.71,69.62,156.58,265.58,6282.96,9199.89,10162.53,10957.24,11232.57,11466.6,current,2020
ARG,ARG.17_1,136.34,55.8,182.45,311.94,559.69,866.59,1088.69,1481.92,1689.02,1801.39,current,2020
ARG,ARG.18_1,33.83,30.53,39.08,44.62,51.4,53.75,57.15,62.79,70.29,309.75,current,2020
ARG,ARG.19_1,227.94,171.15,242.91,413.01,709.57,807.8,987.44,1061.34,1106.35,1129.11,current,2020
ARG,ARG.2_1,7.05,2.97,6.8,12.26,21.2,34.12,41.62,88.57,91.28,94.94,current,2020
ARG,ARG.20_1,23.04,19.38,33.82,38.65,43.52,75.72,101.63,168.5,242.68,242.68,current,2020
ARG,ARG.21_1,2548.08,819.27,2281.47,4567.77,14254.89,24207.77,30646.36,43895.43,50308.13,52508.51,current,2020
ARG,ARG.22_1,220.3,80.58,303.67,598.91,944.42,1291.29,2125.77,2702.9,3266.33,3590.93,current,2020
ARG,ARG.23_1,1.75,0.16,0.99,4.47,5.63,6.73,7.15,58.86,189.35,200.25,current,2020
ARG,ARG.24_1,39.85,1.13,20.6,54.07,217.53,289.25,395.26,2603.82,3221.32,3848.93,current,2020
ARG,ARG.3_1,3360.62,314.05,4401.67,7508.84,10581.63,13103.13,35889.51,132246.99,160925.14,170689.14,current,2020
ARG,ARG.4_1,937.92,97.16,299.24,334.04,8475.63,12692.94,13363.72,37365.49,39534.7,42796.79,current,2020
ARG,ARG.5_1,0,0,0,0,0,0,0,0,0,0,current,2020
ARG,ARG.6_1,161.78,29.32,112.43,288.48,618.12,1280.25,1987.61,5101.64,9842.24,13447.32,current,2020
ARG,ARG.7_1,2113.26,1066.8,2283.29,4359.51,7869.48,13379.53,18004.42,23041.06,27470.85,31701.45,current,2020
ARG,ARG.8_1,3532.99,1949.15,3839.86,6711.92,13947.57,20983.71,27279.59,32111.34,36004.76,44220.42,current,2020
ARG,ARG.9_1,3814.3,2236.47,5343.35,7545.6,19515.55,30115.64,32906.33,34937.82,35667.47,35678.32,current,2020
ARM,ARM.1_1,0.156036316,0,0.106794551,0.106794551,0.233721353,0.525071263,3.907847386,9.57962225,11.914534,13.35153947,current,2020
ARM,ARM.10_1,0.679529448,0.212732866,1.043491127,1.42104961,4.589726184,6.154414656,7.106071236,10.51258154,11.82083265,12.6162855,current,2020
ARM,ARM.11_1,0.960384854,0.910115101,1.487744663,1.78188236,2.542321296,3.277687898,3.387625273,3.763725822,7.657181103,10.16227799,current,2020
ARM,ARM.2_1,0.382818457,0,0.277578521,0.286092276,0.660048664,8.967861176,10.39283276,16.2122612,16.31493568,17.68930435,current,2020
ARM,ARM.3_1,0.409945204,0,0.289290339,1.619140916,2.221860822,2.769853872,3.69325066,4.850580589,6.076624171,37.70077577,current,2020
ARM,ARM.4_1,2.348139526,0,0,0,0,0,0,204.2904615,364.1387607,1027.759305,current,2020
ARM,ARM.5_1,45.30530824,6.601451024,52.85847819,68.11802142,150.0243982,929.3259132,1301.898111,1408.841611,1419.074353,1449.165861,current,2020
ARM,ARM.6_1,4.783562011,0,0,0.697591277,6.559495021,38.33155391,175.6828656,299.8718785,505.497628,530.4606807,current,2020
ARM,ARM.7_1,11.66768646,0,7.639818566,29.46540862,94.86730629,148.945093,183.9462281,204.1224625,204.4940529,239.9736072,current,2020
ARM,ARM.8_1,0.216840424,0,0,0,0.377588531,6.371704845,7.360266072,11.28743831,11.70964233,13.67130147,current,2020
ARM,ARM.9_1,1.149329738,0.021616978,1.077318384,3.851857331,6.247960034,9.64727118,22.77370921,22.88218108,22.88320683,30.4003656,current,2020
AUS,AUS.10_1,684.8,177.26,416.34,1143.4,2948.24,7655.65,11338.49,12729.84,14699.12,15799.5,current,2020
AUS,AUS.11_1,616.53,264.45,527.46,1034.33,2061.41,2411.15,2637.85,2778.21,2853.75,3016.63,current,2020
AUS,AUS.2_1,2.44,0.47,3.44,6.38,6.54,6.84,7.28,107.64,110.68,114.33,current,2020
AUS,AUS.4_1,0,0,0,0,0,0,0,0,0,0,current,2020
AUS,AUS.5_1,2768.84,1526.56,3617.81,5382.9,7855.75,9454.17,10371.8,12336.75,16003.11,19199.51,current,2020
AUS,AUS.6_1,287.54,144.03,350.8,516.03,689.62,781.28,850.41,929.38,966.51,993.68,current,2020
AUS,AUS.7_1,1779.71,626.73,1187.35,1937.23,3813.74,8374.03,12997.44,65868.05,103352.88,120965.63,current,2020
AUS,AUS.8_1,1787,954.88,1717.66,2668.79,6460.42,13872.6,18350.71,24048.54,26947.07,28052.57,current,2020
AUS,AUS.9_1,94.1,23.61,70.35,163.34,640.88,779.34,907.97,1062.74,1207.58,1320.19,current,2020
AUT,AUT.1_1,1.368133889,0,0.047601521,0.088001408,7.620739223,18.11670884,39.6587209,87.74896675,105.1452723,112.6742217,current,2020
AUT,AUT.2_1,46.96707078,0,1.006436044,41.22144151,231.6547229,711.6823113,1306.12474,2235.342274,2685.044188,2986.220169,current,2020
AUT,AUT.3_1,340.3849421,7.806107881,69.58506107,326.7196531,2249.389159,6648.886702,8749.203925,10422.78416,11880.37035,12635.3763,current,2020
AUT,AUT.4_1,152.7774822,3.087060758,82.12934516,442.0896927,982.49392,1471.878832,2287.808231,3742.254985,5357.08934,10466.15462,current,2020
AUT,AUT.5_1,75.59418074,0,0,8.177213505,328.2304763,1478.562857,2258.703861,3363.561366,4063.147294,5196.470823,current,2020
AUT,AUT.6_1,66.53708176,0,0.036855657,56.1006922,515.9320291,1158.995415,1622.105796,2197.732292,3136.588278,4340.448818,current,2020
AUT,AUT.7_1,121.7510438,0,0,26.70531546,296.4535725,577.1442834,4687.661598,9367.505084,10773.07397,13965.25348,current,2020
AUT,AUT.8_1,357.0502196,0,1118.914602,1118.914602,1979.131504,2042.337379,2222.43184,4861.838735,13664.85768,14079.75901,current,2020
AUT,AUT.9_1,156.2600258,0,0,0,0,837.1243734,6255.912876,8885.267065,10928.93977,25062.88564,current,2020
AZE,AZE.1_1,94.36200349,0.251241036,61.07476033,207.83034,348.7699896,481.1178022,2387.531025,3952.380528,5468.190605,6497.476402,current,2020
AZE,AZE.10_1,6.324923338,0.987162508,9.931421596,18.17547026,20.08955044,22.55731623,25.48436414,29.66700003,72.89369623,149.3038258,current,2020
AZE,AZE.2_1,11.83587181,0,2.808209181,10.31723565,97.78888955,151.289317,224.5086349,446.3006694,1019.353675,1020.693348,current,2020
AZE,AZE.3_1,0.358889181,0,0.202320479,0.516264886,1.951849538,6.713435516,8.479882277,11.02238087,11.30877134,11.69349547,current,2020
AZE,AZE.4_1,11.81481457,2.692863116,12.43999802,27.68303227,66.10902839,125.5676639,154.0584094,175.7251794,192.7621474,203.4887499,current,2020
AZE,AZE.5_1,8.214528282,4.610366344,10.08891493,17.07126611,32.08704928,36.63476198,41.29629278,43.85191412,48.65307317,56.12725713,current,2020
AZE,AZE.6_1,1.323249656,0,0,0,0.122513533,26.82748048,38.18085515,70.04462273,138.284391,159.5078194,current,2020
AZE,AZE.7_1,8.379582481,0.120302282,1.189858037,6.721749845,72.81454848,143.7282904,196.4260738,248.9670372,294.9824225,323.9216762,current,2020
AZE,AZE.8_1,217.039063,0.881169945,8.842098136,159.7890706,3733.621427,3796.570337,3796.570337,3796.570346,3797.093962,3861.498868,current,2020
AZE,AZE.9_1,0.825770647,0,0.831581015,1.760098669,4.168832097,10.22788155,17.75012489,21.52642663,22.62339898,26.51852697,current,2020
BDI,BDI.1_1,1.922166157,0,0,1.413813741,17.67773034,24.17213011,24.67349506,106.6130763,130.6864589,174.4432297,current,2020
BDI,BDI.10_1,293.144639,5.608744492,732.1508493,1234.799879,1500.534391,1568.341011,1622.623525,1688.652809,1731.862566,1878.030458,current,2020
BDI,BDI.11_1,35.78776363,0,43.70454373,192.6287661,192.6287661,192.6287663,358.7635192,489.8616746,547.832012,881.0658833,current,2020
BDI,BDI.12_1,120.3253778,85.91641123,129.4668699,237.9883375,474.4530319,486.3340741,572.1166581,620.2589621,622.1606728,626.5853831,current,2020
BDI,BDI.13_1,206.2984572,32.36181553,521.6753012,754.4652822,838.635591,950.3382947,1102.365092,1294.669946,1439.794506,1510.08637,current,2020
BDI,BDI.14_1,155.6558201,110.3035458,175.9026821,181.7433044,262.4975179,275.8821876,286.8538322,289.0135308,289.0135308,289.0135309,current,2020
BDI,BDI.15_1,619.8382422,501.4775269,528.8307756,539.9717274,569.2279289,666.4697999,813.1929058,854.0921803,868.8728707,878.647661,current,2020
BDI,BDI.16_1,28.13694692,0,55.19904965,58.51278388,168.5623623,191.2335597,262.3150913,339.7372009,361.620576,380.2506465,current,2020
BDI,BDI.17_1,106.3361508,66.47953338,98.50033454,137.1668443,255.1432188,329.4647588,369.3335734,439.9256597,576.5948737,596.1801634,current,2020
BDI,BDI.2_1,0,0,0,0,0,0,0,0,0,0,current,2020
BDI,BDI.3_1,1.887693054,0,0,0,0.800529063,1.687074583,12.14098697,295.2213315,296.0218616,492.4602752,current,2020
BDI,BDI.4_1,5765.413231,0,16363.77512,18704.29041,18704.29041,20291.6017,34687.39611,34687.39611,34687.39611,35068.06549,current,2020
BDI,BDI.5_1,22.45097867,3.936718823,32.85890669,60.93081538,106.1514255,161.3506165,179.4404754,194.5598267,198.6442593,204.1780354,current,2020
BDI,BDI.6_1,171.8200684,0,304.2613512,585.5235424,1181.274685,1503.42151,1630.961947,1783.841269,1997.553373,2157.989516,current,2020
BDI,BDI.7_1,397.6635164,256.3659763,301.346661,380.1078181,905.4724503,1231.522772,1370.099281,1512.095345,1704.739492,1707.090262,current,2020
BDI,BDI.8_1,513.6643301,441.5476399,556.6422885,610.1993623,677.7661718,847.3922822,935.0152055,997.2155333,1035.35377,1074.497655,current,2020
BDI,BDI.9_1,279.8853911,255.5554158,259.3420529,323.0581205,423.363639,486.492516,552.9086578,566.1474645,568.8042228,575.2795492,current,2020
BEL,BEL.1_1,0,0,0,0,0,0,0,0,0,0,current,2020
BEL,BEL.2_1,242.844837,0,0,38.51209354,1663.283888,3755.412867,6796.39653,10224.03821,13374.18125,14962.67541,current,2020
BEL,BEL.3_1,1619.684135,0,0,385.0572769,9223.419518,26495.79824,54642.57056,71543.71871,79904.26074,104214.5055,current,2020
BEN,BEN.1_1,26683.82126,5207.557497,69098.75821,92820.53935,110510.2131,114188.1813,117163.4856,123336.139,125095.9604,126501.9064,current,2020
BEN,BEN.10_1,14246.79049,8048.998487,24341.52411,34547.54024,41525.39333,47329.50831,71870.40845,107937.0447,113353.0881,115388.923,current,2020
BEN,BEN.11_1,42.41372998,7.954767766,91.66748953,152.2223931,178.4760576,198.229511,209.4527514,213.39676,217.5511025,219.7452693,current,2020
BEN,BEN.12_1,3561.817057,2342.119507,5164.382379,7713.58853,10703.05227,12321.86766,13184.72315,15213.6957,15597.3961,15708.96784,current,2020
BEN,BEN.2_1,812.1424883,285.0356117,1292.689398,1970.798512,2366.32513,2514.968751,2656.301991,2860.028311,2980.110942,3015.455532,current,2020
BEN,BEN.3_1,18752.9383,4078.313759,25926.27773,42380.28924,103432.0011,112740.6127,144334.2257,146356.4904,155579.9098,156060.1372,current,2020
BEN,BEN.4_1,1835.150704,1172.496846,2816.928256,3484.351789,3858.276021,4016.092205,4132.478293,4285.400399,4657.977274,4726.654372,current,2020
BEN,BEN.5_1,580.0212902,282.1375389,1044.428655,1345.372862,1669.247117,1920.295842,2016.289139,2103.679164,2144.776193,2159.593848,current,2020
BEN,BEN.6_1,113.9250851,85.42613399,181.8562092,206.1779374,225.0152111,235.7163379,242.3717534,247.2833291,251.268845,261.892873,current,2020
BEN,BEN.7_1,53.95497075,0,135.3900976,200.5831672,264.3028088,302.0926786,384.1797778,471.8004718,513.4496162,544.8619154,current,2020
BEN,BEN.8_1,2203.011381,0,94.91422701,2462.221601,23847.8794,31841.05379,31923.73705,34334.83514,36589.96647,36622.23152,current,2020
BEN,BEN.9_1,1239.608105,1081.6706,1659.398958,2354.172525,4063.863567,5341.162457,6348.640572,7220.465419,21530.24323,22447.33157,current,2020
BFA,BFA.1_1,6870.172935,3416.113448,12377.58883,16167.8928,19582.29884,21934.74156,23423.38699,24714.92336,25189.65842,26062.29626,current,2020
BFA,BFA.10_1,131.8085532,41.89841269,177.5502998,384.5519922,693.9803917,783.3954857,1005.909059,1172.554406,1293.433472,1586.5836,current,2020
BFA,BFA.11_1,267.2242843,163.8403774,294.984851,365.3563615,515.4439614,568.5479097,657.5824425,758.377497,796.36772,834.621901,current,2020
BFA,BFA.12_1,3.160186623,2.213532549,6.346024701,6.457239667,6.888701184,7.200883492,7.467733554,7.950062492,10.53286771,10.87795768,current,2020
BFA,BFA.13_1,544.8914149,224.9769831,748.4359835,1077.531459,1387.904191,1531.235696,1626.172871,1753.279662,1774.737227,1822.603505,current,2020
BFA,BFA.2_1,1165.222477,775.1728835,1181.829634,2063.900519,2710.349698,2876.641927,3004.428867,3115.259646,3156.702781,3221.54386,current,2020
BFA,BFA.3_1,422.9832448,273.8698457,438.88773,636.9259024,799.5047976,875.3932278,939.9955253,991.2887502,1046.490302,1069.328295,current,2020
BFA,BFA.4_1,101.436734,68.64824133,161.4859672,242.9356557,356.262631,395.8145428,455.1599267,547.8319869,557.5442715,633.3572702,current,2020
BFA,BFA.5_1,719.4823301,364.0074344,788.8046596,1080.71495,1367.310604,1512.961555,1627.812895,1807.759833,2069.47911,2150.665034,current,2020
BFA,BFA.6_1,702.2337112,630.9940574,715.2689925,770.9605823,786.5737908,816.4782785,840.3412604,860.7539852,926.7875929,1003.372917,current,2020
BFA,BFA.7_1,544.7246947,352.4530325,479.310298,706.1412152,795.4954727,832.9632109,894.9764577,963.8282125,1439.034764,1460.834112,current,2020
BFA,BFA.8_1,499.6816303,215.7265535,696.1294133,981.4158719,1233.242996,1324.629118,1421.325308,1542.498728,1586.836835,1616.282779,current,2020
BFA,BFA.9_1,2188.257207,1438.462143,1593.502843,1797.598869,2348.129466,2593.819445,2733.367196,2930.373007,3108.149804,3148.633661,current,2020
BGD,BGD.1_1,8652.339028,0,3.161869287,593.9097927,73854.09191,118966.5346,244727.6479,346802.9833,387589.7928,410489.3641,current,2020
BGD,BGD.2_1,146214.3697,34291.98568,160577.3703,581076.6765,965485.6688,1212219.075,1401873.049,1544777.605,1769937.137,1869382.283,current,2020
BGD,BGD.3_1,180905.4544,46492.70503,202029.3947,553752.5793,999803.0784,1465100.934,1743007.703,2116645.304,2459787.051,2498750.955,current,2020
BGD,BGD.4_1,11349.84763,59.7364879,6623.160593,35015.74462,84473.54634,145901.4066,181123.0702,230024.8919,265523.2183,290699.5086,current,2020
BGD,BGD.5_1,88029.16667,27467.98339,103500.189,295314.7117,487910.1868,592466.8621,674082.176,752527.0673,775772.654,818913.9838,current,2020
BGD,BGD.6_1,61171.2414,35705.84144,87504.18289,150667.0645,234647.4244,318467.906,405078.5779,496086.9738,550249.7789,566212.2543,current,2020
BGD,BGD.7_1,182990.2719,27780.49829,221761.6884,615946.0073,1184826.171,1477856.952,1847696.974,2407598.938,2596265.295,2730948.374,current,2020
BGD,BGD.8_1,61049.69107,6112.28061,84082.66116,210471.9413,368338.309,456605.6607,534056.583,663405.2075,742086.4333,848185.8228,current,2020
BGR,BGR.1_1,32.84066728,0.673135463,94.18627199,99.93247483,111.8532061,232.0034294,351.5261743,502.4243741,524.4588125,596.0913365,current,2020
BGR,BGR.10_1,70.58422794,54.04694982,111.7495348,188.337414,309.5518005,358.4770865,380.3301128,396.7917906,411.8357223,477.2517595,current,2020
BGR,BGR.11_1,4.965801759,0.178141975,2.095916277,6.216720739,14.8514218,17.03905515,190.6450608,237.509037,279.9002562,288.4426264,current,2020
BGR,BGR.12_1,2.70390083,1.409844765,4.695046417,6.315967955,11.12422791,13.25022456,14.75555233,15.74785671,15.88895003,16.16955514,current,2020
BGR,BGR.13_1,621.7042703,497.3709372,822.065597,1403.364628,1866.542812,2199.352018,2422.959261,2885.394757,3118.819614,3513.160516,current,2020
