admin1_code,scenario,year,PMD_1,PMD_10,PMD_25,PMD_50,PMD_100,PMD_250,PMD_1000,AAD,admin0
AGO.17_1,medium,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AGO.17_1,optimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AGO.17_1,optimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AGO.17_1,pessimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AGO.17_1,pessimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AGO.18_1,current,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AGO.18_1,medium,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AGO.18_1,medium,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AGO.18_1,optimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AGO.18_1,optimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AGO.18_1,pessimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AGO.18_1,pessimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGO
AIA.1_1,current,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.1_1,medium,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.1_1,medium,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.1_1,optimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.1_1,optimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.1_1,pessimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.1_1,pessimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.15_1,current,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.15_1,medium,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.15_1,medium,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.15_1,optimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.15_1,optimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.15_1,pessimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.15_1,pessimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.2_1,current,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.2_1,medium,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.2_1,medium,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.2_1,optimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.2_1,optimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.2_1,pessimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.2_1,pessimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.3_1,current,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.3_1,medium,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.3_1,medium,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.3_1,optimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.3_1,optimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.3_1,pessimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.3_1,pessimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.4_1,current,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.4_1,medium,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.4_1,medium,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.4_1,optimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.4_1,optimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.4_1,pessimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.4_1,pessimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.5_1,current,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.5_1,medium,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.5_1,medium,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.5_1,optimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.5_1,optimistic,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
AIA.5_1,pessimistic,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIA
