Period,Scenario,AAD,RP_10,RP_25,RP_50,RP_100,RP_250,iso3
2100,ssp585,640.5727181187151,0.0,0.0,3.6470072330762378,4.930522048984912,19651.328513345645,FJI
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,SDN
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,SDN
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,SDN
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,SDN
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,SDN
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,SDN
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,SDN
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,NOR
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,NOR
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,NOR
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,NOR
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,NOR
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,NOR
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,NOR
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,TUN
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TUN
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TUN
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,TUN
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,TUN
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TUN
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TUN
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,LBY
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,LBY
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,LBY
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,LBY
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,LBY
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,LBY
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,LBY
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,YEM
2050,ssp245,1.1166571398425045,0.0,0.0,0.0,0.0,0.0,YEM
2100,ssp245,30.949889564210743,0.0,0.0,0.0,0.0,0.0,YEM
2050,ssp370,4.758598263284993,0.0,0.0,0.0,0.0,0.0,YEM
2100,ssp370,64.2176814963555,0.0,0.0,0.0,0.0,0.0,YEM
2050,ssp585,0.2363661039383089,0.0,0.0,0.0,0.0,0.0,YEM
2100,ssp585,33.83670801631027,0.0,0.0,0.0,0.0,152.51291672021824,YEM
hist,ERA-5,69.5984392462514,0.0,0.0,0.0,0.0,0.0,GRD
2050,ssp245,69.5984392462514,0.0,0.0,0.0,0.0,0.0,GRD
2100,ssp245,69.5984392462514,0.0,0.0,0.0,0.0,0.0,GRD
2050,ssp370,69.5984392462514,0.0,0.0,0.0,0.0,0.0,GRD
2100,ssp370,69.5984392462514,0.0,0.0,0.0,0.0,0.0,GRD
2050,ssp585,71.29220085287281,0.0,0.0,0.0,0.0,0.0,GRD
2100,ssp585,79.8436388448767,0.0,0.0,0.0,0.0,0.0,GRD
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,ERI
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,ERI
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,ERI
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,ERI
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,ERI
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,ERI
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,ERI
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,BMU
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,BMU
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,BMU
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,BMU
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,BMU
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,BMU
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,BMU
hist,ERA-5,54.84104293421112,0.0,0.0,0.0,0.0,0.0,SOM
2050,ssp245,299.4185344620528,0.0,0.0,0.0,0.0,127.32114852323735,SOM
2100,ssp245,280.9205006516265,0.0,0.0,0.0,1151.8118933233927,14585.60704766192,SOM
2050,ssp370,250.5162175709735,0.0,0.0,0.0,0.0,0.0,SOM
2100,ssp370,475.4013607191632,0.0,0.0,0.0,191.7999445164785,12840.33609693404,SOM
2050,ssp585,129.0409058324687,0.0,0.0,0.0,0.0,0.0,SOM
2100,ssp585,941.8030315244448,0.0,0.0,0.0,12285.5971565196,76396.33386903928,SOM
hist,ERA-5,379.89213988803823,0.0,0.0,0.0,610.8170858351601,21935.624132696867,SLB
2050,ssp245,229.91753183004272,0.0,0.0,0.0,1461.570620110726,23202.22694005688,SLB
2100,ssp245,969.5511754310044,0.0,0.0,1133.856567565466,9618.479131162936,33908.198731221644,SLB
2050,ssp370,216.4609526690046,0.0,0.0,474.9409776253144,1916.1695386635088,54497.90594360195,SLB
2100,ssp370,625.4465342497308,0.0,0.0,0.0,686.1590574427534,27917.55636759405,SLB
2050,ssp585,430.8050991689026,0.0,0.0,0.0,610.8170858351601,67709.02232213454,SLB
2100,ssp585,450.0463358066714,0.0,0.0,0.0,4849.922772956958,48294.3114252734,SLB
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,TUR
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TUR
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TUR
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,TUR
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,TUR
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TUR
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TUR
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,SLE
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,SLE
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,SLE
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,SLE
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,SLE
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,SLE
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,SLE
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,MWI
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,MWI
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,MWI
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,MWI
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,MWI
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,IRQ
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,IRQ
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,IRQ
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,IRQ
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,IRQ
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,IRQ
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,IRQ
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,PSE
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,PSE
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,PSE
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,PSE
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,PSE
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,PSE
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,PSE
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,SLV
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,SLV
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,SLV
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,SLV
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,SLV
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,SLV
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,SLV
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,ITA
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,ITA
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,ITA
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,ITA
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,ITA
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,ITA
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,ITA
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,GRL
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,GRL
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,GRL
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,GRL
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,GRL
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,GRL
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,GRL
hist,ERA-5,1323.504145314776,0.0,0.0,0.0,8727.239810374138,61005.13468358631,MOZ
2050,ssp245,7165.241053876836,0.0,6658.531445783552,86593.3744701422,63680.211087961245,476308.15584958985,MOZ
2100,ssp245,4153.733905134931,0.0,2988.483142302141,44100.93126812039,119627.01429825606,297711.94468232186,MOZ
2050,ssp370,5989.476007297521,0.0,889.5503360123137,52825.764718929706,118387.74670013694,392154.9196969136,MOZ
2100,ssp370,8434.383664766978,0.0,49248.750536881416,132629.31604569324,312838.52395627147,608257.3361338953,MOZ
2050,ssp585,2362.7950935371086,0.0,1755.234286219494,32015.85167476696,67157.70802027809,208776.8750061268,MOZ
2100,ssp585,15697.101320628848,0.0,83254.14196205736,248227.2641456686,485035.9611318357,704019.4501625106,MOZ
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,TKM
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TKM
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TKM
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,TKM
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,TKM
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TKM
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TKM
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,TGO
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TGO
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TGO
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,TGO
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,TGO
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TGO
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TGO
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,PAK
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,PAK
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,PAK
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,PAK
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,PAK
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,PAK
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,PAK
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,MLI
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,MLI
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,MLI
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,MLI
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,MLI
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,MLI
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,MLI
hist,ERA-5,4.417872738086698,0.0,0.0,0.0,0.0,0.0,AIA
2050,ssp245,4.417872738086698,0.0,0.0,0.0,0.0,0.0,AIA
2100,ssp245,4.417872738086698,0.0,0.0,0.0,0.0,0.0,AIA
2050,ssp370,4.417872738086698,0.0,0.0,0.0,0.0,0.0,AIA
2100,ssp370,4.417872738086698,0.0,0.0,0.0,0.0,0.0,AIA
2050,ssp585,4.417872738086698,0.0,0.0,0.0,0.0,0.0,AIA
2100,ssp585,4.625209142967117,0.0,0.0,0.0,0.0,0.0,AIA
hist,ERA-5,7.08392827535645,0.0,0.0,0.0,0.0,0.0,VGB
2050,ssp245,7.08392827535645,0.0,0.0,0.0,0.0,0.0,VGB
2100,ssp245,7.08392827535645,0.0,0.0,0.0,0.0,0.0,VGB
2050,ssp370,7.08392827535645,0.0,0.0,0.0,0.0,0.0,VGB
2100,ssp370,7.08392827535645,0.0,0.0,0.0,0.0,0.0,VGB
2050,ssp585,7.08392827535645,0.0,0.0,0.0,0.0,0.0,VGB
2100,ssp585,7.08392827535645,0.0,0.0,0.0,0.0,0.0,VGB
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,KIR
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,KIR
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,KIR
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,KIR
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,KIR
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,KIR
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,KIR
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,CIV
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,CIV
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,CIV
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,CIV
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,CIV
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,CIV
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,CIV
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,STP
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,STP
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,STP
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,STP
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,STP
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,STP
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,STP
hist,ERA-5,753.4518100047513,0.0,0.0,0.0,0.0,629.617570552456,JPN
2050,ssp245,869.3022683952236,0.0,0.0,0.0,0.0,6444.9372964487575,JPN
2100,ssp245,904.8623328995596,0.0,0.0,0.0,0.0,12121.85200432726,JPN
2050,ssp370,823.6824827689835,0.0,0.0,0.0,0.0,13980.696945775382,JPN
2100,ssp370,1225.320894450429,0.0,0.0,0.0,2.349574333830554,2580.092895051064,JPN
2050,ssp585,1293.7222483368755,0.0,0.0,0.0,0.0,65758.56857984228,JPN
2100,ssp585,5134.7348487836,0.0,0.0,0.0,36561.78294461032,518410.8703200764,JPN
hist,ERA-5,229.0303230235814,0.0,0.0,0.0,312.52209891781297,5737.5928227543145,PNG
2050,ssp245,928.655576179325,0.0,266.1946867873348,4198.35763509875,9293.912135524535,43412.67224659649,PNG
2100,ssp245,775.2072835589934,0.0,0.0,5134.9554788073,18100.48582191897,82356.02373281942,PNG
2050,ssp370,858.7074201373887,0.0,108.14193209954206,2031.9211762111097,11811.666762824852,57319.078637056286,PNG
2100,ssp370,965.4464947985956,0.0,0.6492648193600008,9679.847398436455,25291.95078291121,45970.31259077819,PNG
2050,ssp585,299.05833388313306,0.0,0.0,2019.8940874362609,1494.1297644219535,24609.772653033444,PNG
2100,ssp585,345.35900198258247,0.0,19.29754421831652,313.1369645689528,3916.7187020874326,22683.7497258209,PNG
hist,ERA-5,2579.3788337531573,0.0,0.0,0.0,0.0,100925.21846730183,HTI
2050,ssp245,2952.116110734204,0.0,0.0,0.0,0.0,100925.21846730183,HTI
2100,ssp245,2579.3788337531573,0.0,0.0,0.0,0.0,100925.21846730183,HTI
2050,ssp370,2579.3788337531573,0.0,0.0,0.0,0.0,100925.21846730183,HTI
2100,ssp370,2579.3788337531573,0.0,0.0,0.0,0.0,100925.21846730183,HTI
2050,ssp585,2633.8572991801,0.0,0.0,0.0,0.0,100925.21846730183,HTI
2100,ssp585,3056.420006764292,0.0,0.0,0.0,0.0,100925.21846730183,HTI
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,IMN
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,IMN
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,IMN
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,IMN
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,IMN
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,IMN
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,IMN
hist,ERA-5,839.3521943097002,0.0,0.0,0.0,6768.603570411039,63355.78117591421,MDG
2050,ssp245,8291.692110949618,0.0,45803.08121829583,119260.463591868,200383.02847829447,320587.353405432,MDG
2100,ssp245,5470.371510414174,4291.355362506486,5239.441517540982,57030.4979920144,90277.35610498622,259575.1172565049,MDG
2050,ssp370,7246.745198638406,0.0,29503.20469236854,90751.61754725348,193728.2008833431,341588.9794477528,MDG
2100,ssp370,9454.991399820345,199.6385275743186,42048.52167470394,138884.8922599253,267147.47477596195,375935.4819837583,MDG
2050,ssp585,7374.030447394713,0.0,34157.69213692743,85297.96784095989,223542.7199813793,194642.2231172273,MDG
2100,ssp585,16405.330379489504,24963.02709210187,108744.93304934412,152870.43916380237,214272.998171025,327969.9143824359,MDG
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,SYR
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,SYR
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,SYR
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,SYR
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,SYR
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,SYR
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,SYR
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,BWA
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,BWA
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,BWA
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,BWA
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,BWA
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,BWA
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,BWA
hist,ERA-5,0.0948161194210246,0.0,0.0,0.0,0.0,0.0,VIR
2050,ssp245,0.0948161194210246,0.0,0.0,0.0,0.0,0.0,VIR
2100,ssp245,0.0948161194210246,0.0,0.0,0.0,0.0,0.0,VIR
2050,ssp370,0.0948161194210246,0.0,0.0,0.0,0.0,0.0,VIR
2100,ssp370,0.0948161194210246,0.0,0.0,0.0,0.0,0.0,VIR
2050,ssp585,0.0948161194210246,0.0,0.0,0.0,0.0,0.0,VIR
2100,ssp585,0.0948161194210246,0.0,0.0,0.0,0.0,0.0,VIR
hist,ERA-5,281.0262699048401,0.0,0.0,0.0,0.0,0.0,BRB
2050,ssp245,281.0262699048401,0.0,0.0,0.0,0.0,0.0,BRB
2100,ssp245,281.0262699048401,0.0,0.0,0.0,0.0,0.0,BRB
2050,ssp370,281.76052651002027,0.0,0.0,0.0,0.0,0.0,BRB
2100,ssp370,281.0262699048401,0.0,0.0,0.0,0.0,0.0,BRB
2050,ssp585,428.5414367883477,0.0,0.0,0.0,0.0,0.0,BRB
2100,ssp585,281.0262699048401,0.0,0.0,0.0,0.0,0.0,BRB
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,EGY
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,EGY
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,EGY
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,EGY
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,EGY
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,EGY
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,EGY
hist,ERA-5,1.0584627822932258,0.0,0.0,0.0,0.0,0.0,MAC
2050,ssp245,1.0584627822932258,0.0,0.0,0.0,0.0,0.0,MAC
2100,ssp245,20.91481346118597,0.0,0.0,0.0,0.0,0.0,MAC
2050,ssp370,23.77855367280352,0.0,0.0,0.0,0.0,0.0,MAC
2100,ssp370,62.39750666912001,0.0,0.0,0.0,0.0,11701.937194258646,MAC
2050,ssp585,2.4853054119609044,0.0,0.0,0.0,0.0,0.0,MAC
2100,ssp585,1.0584627822932258,0.0,0.0,0.0,0.0,0.0,MAC
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,MNG
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,MNG
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,MNG
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,MNG
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,MNG
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,MNG
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,MNG
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,CMR
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,CMR
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,CMR
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,CMR
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,CMR
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,CMR
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,CMR
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,NRU
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,NRU
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,NRU
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,NRU
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,NRU
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,NRU
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,NRU
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,PER
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,PER
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,PER
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,PER
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,PER
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,PER
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,PER
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,TJK
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TJK
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TJK
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,TJK
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,TJK
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TJK
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TJK
hist,ERA-5,630.4798019803559,0.0,0.0,0.0,0.0,0.0,MMR
2050,ssp245,1308.398940022044,0.0,0.0,0.0,0.0,21490.78247991497,MMR
2100,ssp245,2523.610703311057,0.0,0.0,0.0,0.0,34738.34285777909,MMR
2050,ssp370,2071.91006824695,0.0,0.0,0.0,0.0,76854.90653185682,MMR
2100,ssp370,3058.5472907668336,0.0,0.0,0.0,3847.314756143639,182316.41221383133,MMR
2050,ssp585,940.2722137462532,0.0,0.0,0.0,0.0,7766.477797754572,MMR
2100,ssp585,8393.336730895191,0.0,0.0,0.0,73620.95115026787,311980.8954409282,MMR
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,TON
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TON
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,TON
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,TON
2100,ssp370,1.013762802566075,0.0,0.0,0.0,0.0,0.0,TON
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TON
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,TON
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,AND
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,AND
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,AND
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,AND
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,AND
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,AND
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,AND
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,GAB
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,GAB
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,GAB
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,GAB
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,GAB
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,GAB
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,GAB
hist,ERA-5,17.611063039137484,0.0,0.0,0.0,0.0,0.0,TLS
2050,ssp245,285.5084139515426,0.0,0.0,0.0,0.0,0.0,TLS
2100,ssp245,226.6975233733401,0.0,0.0,0.0,29.25134355435651,60071.87143002873,TLS
2050,ssp370,105.80751224151226,0.0,0.0,0.0,0.0,5233.150184287233,TLS
2100,ssp370,838.9086550602806,0.0,0.0,0.0,17.00778065257349,84104.35996799768,TLS
2050,ssp585,202.47238685420467,0.0,0.0,0.0,0.0,5881.63746872862,TLS
2100,ssp585,1021.1239596726311,0.0,0.0,0.0,1178.2653763280773,81113.2859027803,TLS
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,CHE
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,CHE
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,CHE
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,CHE
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,CHE
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,CHE
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,CHE
hist,ERA-5,0.0,0.0,0.0,0.0,0.0,0.0,CHL
2050,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,CHL
2100,ssp245,0.0,0.0,0.0,0.0,0.0,0.0,CHL
2050,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,CHL
2100,ssp370,0.0,0.0,0.0,0.0,0.0,0.0,CHL
2050,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,CHL
2100,ssp585,0.0,0.0,0.0,0.0,0.0,0.0,CHL
hist,ERA-5,13.423900094036918,0.0,0.0,0.0,0.0,0.0,VCT
