admin0,AAD,PMD2,PMD5,PMD10,PMD25,PMD50,PMD_100,PMD250,PMD500,PMD1000,scenario,year
CUB,275.340593,0.865035951,65.95402055,253.5971036,1462.635882,4265.451905,6911.119879,9191.255975,12692.07627,15641.8605,optimistic,2100
CYP,0.02478876,0,0,0,0,0.00552883,0.054513922,0.416039023,7.31943406,8.828443552,optimistic,2100
CZE,1439.083918,57.09985629,1023.477059,3284.22447,11096.66185,17087.73696,21060.32207,33097.67342,37611.4806,39011.04157,optimistic,2100
DEU,11468.15174,2567.139138,9404.139551,23785.34141,71519.19842,114528.0856,139898.0916,174592.7032,186337.7397,190929.6741,optimistic,2100
DJI,38.59995081,0.951591346,13.31305161,39.38413647,85.64329857,111.8550466,1351.413936,1948.152834,3412.783967,3469.563259,optimistic,2100
DNK,5.675688871,0,0,0.356325184,38.34081958,84.2003548,151.2146841,254.0991868,363.9419519,427.6241775,optimistic,2100
DOM,420.2801274,47.81514883,401.0331391,972.2778649,1941.392966,3447.165263,7778.012374,15119.43186,18764.50243,20511.23842,optimistic,2100
DZA,3101.977964,1300.169161,3435.787903,6077.077967,10681.57919,15535.49762,16153.33534,20991.68104,28216.6033,28344.44125,optimistic,2100
ECU,41242.55644,12005.07008,39039.91801,108293.1037,247715.844,318754.5069,376554.4853,500771.7619,653408.0568,780671.8514,optimistic,2100
EGY,277433.9852,46421.37049,228171.5584,636815.7878,1719073.554,2791261.808,3534198.883,4235963.575,4741327.801,4949577.541,optimistic,2100
ERI,1271.049045,597.5594356,700.5997277,969.5176788,1125.543008,1434.683051,1587.721423,1619.435108,1638.104597,1643.940299,optimistic,2100
ESH,38.461021,1.987525455,3.46397005,36.57952881,472.4342741,586.288584,598.4817603,638.9225053,663.1056145,691.3531731,optimistic,2100
ESP,1244.209028,67.80599348,818.2305554,2528.045342,6847.116277,12688.47597,17945.52092,40820.17434,60905.81377,79160.58761,optimistic,2100
EST,0.140745417,0,0,0,0.169874583,0.902554159,3.163995964,8.895273164,11.47782559,14.69041821,optimistic,2100
ETH,193437.5807,67679.8824,146996.1654,213875.9034,255045.4394,278364.2647,294760.6288,312672.4068,318584.6205,321477.9059,optimistic,2100
FIN,2.644928291,0,0.019348146,1.012085795,6.926155567,16.68889628,59.92294381,137.4323815,167.0577152,544.3478995,optimistic,2100
FRA,3926.761369,317.3118028,3091.011952,7212.242609,28525.26275,40937.36558,56457.19672,106488.7546,124200.7313,176574.2334,optimistic,2100
GAB,20358.8286,14282.51371,24254.52434,29822.2159,50292.95047,60380.40726,70604.87215,74218.10377,87514.1456,95667.70081,optimistic,2100
GBR,881.8858886,1.785306304,52.09280525,190.8140644,1433.826774,3463.931705,5897.361668,131934.4701,133867.9724,137941.5363,optimistic,2100
GEO,454.2811375,178.0045411,828.8040325,1149.448697,1413.421386,1778.227225,2511.723602,2997.335565,3615.089515,8781.059335,optimistic,2100
GHA,53245.01845,31269.54139,48115.8842,72725.95402,88030.67695,103203.5416,111734.3869,114822.4932,116563.6878,118010.6098,optimistic,2100
GIN,60268.63703,42690.50924,87395.8032,119204.7556,151732.2972,164327.8174,173558.1485,181039.3694,185291.4461,195026.7344,optimistic,2100
GMB,5606.468115,0,5716.403726,15430.92277,40243.18372,55590.70864,68541.29925,81663.29898,89661.59469,96901.95827,optimistic,2100
GNB,1064.498643,266.7322846,1307.690999,3046.571602,6142.461038,9466.696184,10985.40403,12361.91641,13111.67464,13460.06438,optimistic,2100
GNQ,2663.164683,259.4774117,4922.202416,9687.301142,13713.50361,17206.53072,19920.68256,22877.90871,25564.59274,28369.38149,optimistic,2100
GRC,34.79072113,6.7231052,39.94812516,75.54973628,153.7138649,230.6292329,344.0096305,921.8578582,1241.192142,1383.536988,optimistic,2100
GRL,0,0,0,0,0,0,0,0.3,0.55,0.86,optimistic,2100
GTM,6950.254604,2247.683754,8714.333102,12850.4817,21077.34853,57604.58053,89078.41096,101157.8728,103883.6616,108591.8922,optimistic,2100
GUF,2824.527566,1927.48548,3971.588053,6227.671928,10402.63486,14528.33223,16200.43601,21100.24232,22319.28244,22802.10035,optimistic,2100
GUY,8329.296677,6271.614644,12278.65393,16016.12777,19950.23853,23118.20051,38436.40408,55011.01641,65627.98989,99728.07592,optimistic,2100
HND,4805.103954,1856.609099,5207.327122,11468.48873,20157.41172,26378.64988,33912.34623,39205.24534,43661.47124,69073.23133,optimistic,2100
HRV,543.6140345,120.3247361,692.8784902,1510.892174,2878.623604,4995.473576,6489.412845,8663.382335,10191.13499,10817.19952,optimistic,2100
HTI,1780.374337,78.84905103,1640.764576,6431.379676,10700.62375,13387.22943,20365.09138,27082.74669,28492.4447,30377.44384,optimistic,2100
HUN,8313.46,788.8449263,3949.333612,7797.075951,24258.00887,67761.07257,309467.9767,385067.8551,420930.2171,453839.6994,optimistic,2100
IDN,1087422.605,541744.6303,791337.8594,968299.471,1127720.991,1231399.559,1312992.222,1385325.361,1426988.787,1438428.745,optimistic,2100
IND,3856206.3,1844060.74,3935626.96,5945903.66,8449622.5,9369197.49,10067298.12,10686402.47,11444919.88,11803369.02,optimistic,2100
IRL,38.03773637,0.469044432,6.851881678,42.21943233,153.8044153,288.4554631,775.3854073,1432.141385,4939.455014,5470.632629,optimistic,2100
IRN,25089.29077,10544.81215,21058.80564,34235.27905,63176.48158,116023.6049,197304.7236,306483.6622,329651.4084,348455.5931,optimistic,2100
IRQ,75989.20948,21973.72413,37967.39784,63449.2025,189117.964,303718.517,385968.7681,460070.4259,527363.0142,564506.0202,optimistic,2100
ISL,0.452267434,0.000816269,0.171708196,0.84782943,2.336738256,3.786619089,6.709973209,20.96523098,30.82706211,47.1433684,optimistic,2100
ISR,2.422971661,0.059712046,1.092385247,1.532167947,2.376962791,12.37432778,12.82369633,181.6004125,321.5390156,621.0233871,optimistic,2100
ITA,461.8365629,12.32182026,313.2695808,897.9958374,2648.106045,4574.999504,7941.545216,10889.78022,14505.7523,18968.32575,optimistic,2100
JAM,44.18953808,0,0,5.613905451,313.7709954,418.6995494,1007.847314,2711.737828,3872.710382,4259.194172,optimistic,2100
JOR,9.65688021,4.176254376,13.86574296,24.04456256,31.85977689,38.42973327,41.13980548,48.50892706,63.83906123,64.8763188,optimistic,2100
JPN,2196.210795,27.21783089,625.5862585,2029.248886,7574.871608,12410.08893,23202.52374,90891.96423,191202.7392,496965.0663,optimistic,2100
KAZ,14222.99,5394.93,15613.24,20015.06,25211.06,28234.74,31188.02,37594.64,41583.39,42862.35,optimistic,2100
KEN,103795.6116,56808.08212,108132.2029,161459.821,206889.8007,235577.1698,269753.1946,279576.1821,288656.7896,294860.0928,optimistic,2100
KGZ,27.7134922,13.34704167,20.18448611,22.79741927,25.07967432,28.90770817,35.30226263,36.39863656,36.8384214,37.23154562,optimistic,2100
KHM,476635.3177,327068.7907,585660.4258,1000264.058,1434949.833,1645833.575,1802461.686,2079235.688,2589905.864,2916560.296,optimistic,2100
KOR,5160.895967,331.9472508,2634.257824,6532.829349,15887.33303,20365.36125,34960.16767,259299.1488,707043.9462,830328.9389,optimistic,2100
KWT,0,0,0,0,0,0,0,0,0,0,optimistic,2100
LAO,175923.2338,117902.449,184786.7051,286236.1623,463085.5446,579556.0507,660919.5002,749761.2519,764266.6353,778609.4505,optimistic,2100
LBN,31.64514221,0,0,2.670914933,247.0235774,471.5289507,1053.66193,1564.814051,1671.254756,1737.231332,optimistic,2100
LBR,49182.52312,23951.32272,46087.99155,56983.6785,89947.99514,169075.8779,374035.0451,415624.4859,425174.5025,441335.1073,optimistic,2100
LBY,1440.496938,1066.588739,2143.245005,2534.813699,2833.134651,2998.550374,3174.688198,3323.34997,3430.305837,3637.088729,optimistic,2100
LIE,0.099238378,0,0,0,0,0.207458333,4.725654222,7.046860936,10.48194206,13.87053158,optimistic,2100
LKA,17120.1802,1720.687389,8666.884239,18350.51975,144706.4703,216348.0084,284753.8223,403744.5545,604674.4524,669353.0585,optimistic,2100
LSO,927.4233991,466.1335556,970.3132274,1416.371195,1975.570402,2245.802606,2377.228392,2521.051256,2583.747899,2656.427828,optimistic,2100
LTU,128.2605212,35.42050169,139.2451218,259.9163952,538.7743862,1213.972184,2076.106882,2596.606424,2917.355013,3716.265882,optimistic,2100
LUX,56.47282013,0,0,0,160.6139484,833.7748197,2333.552191,3305.786469,3539.527737,4113.375658,optimistic,2100
LVA,645.2704036,149.0483639,414.8096219,1219.958582,3425.627966,4621.753939,6980.076546,12292.3487,39952.10136,70457.39151,optimistic,2100
MAR,13211.57376,5741.110475,12075.11576,17660.18239,23737.03771,31851.59498,40588.11297,44903.04848,48490.8341,65924.96013,optimistic,2100
MDA,3849.97484,944.7243786,8590.67143,13359.83343,16774.76914,19559.84063,22406.85557,24421.56928,25887.04829,27057.55805,optimistic,2100
MDG,132889.6258,73828.49757,191619.1414,288973.0575,430439.2764,521332.5069,558160.9781,597965.414,637173.7726,654094.3131,optimistic,2100
MEX,32072.04768,16178.51107,36834.90976,64170.86121,89988.21946,115920.7248,184759.0211,285035.9277,515448.4001,693816.3125,optimistic,2100
MKD,135.8617758,54.78913432,242.3258353,364.6570859,544.7013121,662.2343271,834.4532352,1611.627623,2034.226,2371.954117,optimistic,2100
MLI,332250.9594,108424.9171,522621.7374,895108.1535,1129512.371,1195613.084,1247811.381,1285571.48,1400973.872,1452830.961,optimistic,2100
MMR,741332.1417,406136.3194,1043597.892,1632225.876,2286149.049,2936367.505,3268931.545,3650643.789,3882433.211,4252052.505,optimistic,2100
MNE,155.3313091,25.83775718,171.8128201,511.3371711,809.7803617,1128.651852,1653.450005,2101.826434,2302.991026,2319.505453,optimistic,2100
MNG,102.35,52.13,134.34,177.34,314.34,428.41,503.8,626.2,648.79,745.88,optimistic,2100
MOZ,160429.9999,95921.87892,163168.4007,259560.6052,437390.0819,539927.9009,688859.2981,774712.8145,821251.5572,841149.5124,optimistic,2100
MRT,20508.88947,3281.423907,44355.74096,70263.43278,85480.03653,97638.33547,108240.0963,116997.5893,122656.29,123930.6949,optimistic,2100
MWI,46964.82813,30704.24685,64815.75063,95844.83574,182057.76,216389.3993,238546.5919,255745.938,268197.784,283385.1773,optimistic,2100
MYS,62725.19175,38926.72754,73672.52733,94680.14115,132572.8064,163130.4669,197805.3165,237313.6653,280623.6125,317490.0343,optimistic,2100
NAM,9520.017768,4232.7167,10876.13336,24197.29305,28321.14322,31390.94397,35013.46843,39746.05133,43147.42546,43894.68213,optimistic,2100
NER,162231.983,52657.70942,349610.4188,439625.399,526361.771,590836.5107,667715.5273,729454.8989,781340.8997,833093.5738,optimistic,2100
NGA,993383.6727,521953.7632,1241509.407,1911876.514,2429274.656,2692981.861,3002602.751,3286828.772,3399616.72,3593398.062,optimistic,2100
NIC,6518.946088,3044.728787,8088.922602,11145.98471,15610.13684,20174.68553,24809.86279,29556.54463,31230.82737,34463.83345,optimistic,2100
NLD,1110.163437,0,0.398004606,4.940280536,3943.933718,17410.53421,34465.45381,57687.90982,75938.13838,125317.2245,optimistic,2100
NOR,6.746216809,3.99E-05,0.261423739,1.386183287,15.18390441,47.69863396,187.0409104,316.6084361,971.8158446,1296.898178,optimistic,2100
NPL,45272.83992,25767.19108,66300.38691,112767.8603,178030.2509,220569.3745,249826.5033,268666.6697,320711.3609,478199.6666,optimistic,2100
NZL,691.5774772,391.0121356,1049.059545,1618.888361,2190.23327,2698.051317,3127.235216,3705.991445,4290.403259,5653.153564,optimistic,2100
OMN,125.1309509,39.20570001,132.8492876,429.0586371,587.7310967,612.5547341,628.2551794,646.8987083,659.7501922,892.9902994,optimistic,2100
PAK,2638513.335,1690113.144,3043164.09,3438667.969,3768114.4,3979736.61,4163491.717,4394828.223,4501934.137,4683632.666,optimistic,2100
PAN,3527.091292,3603.618142,5812.763301,7768.838441,9510.482848,11080.18235,11577.94111,13077.59712,14607.17261,15545.88782,optimistic,2100
PER,77217.86884,44981.848,82527.64274,128713.9671,161223.6138,177943.9165,187634.157,200709.4478,223556.5788,230807.5866,optimistic,2100
PHL,135109.337,70662.82484,140545.0533,234052.425,415528.2783,591815.1456,876593.8318,1096421.541,1252777,1375457.174,optimistic,2100
PNG,31703.83568,19368.21926,31517.69661,38026.18073,42650.53538,48356.40656,51350.89345,52446.83507,53441.37083,53742.5264,optimistic,2100
POL,3787.963494,792.4169031,3391.052041,7986.532782,19168.3755,35588.19083,50223.08646,83796.34083,112761.887,150558.4065,optimistic,2100
PRK,50335.48033,23830.44269,54789.08074,81090.31809,148650.0774,180472.2232,366671.3977,499543.0754,526756.6907,570946.8062,optimistic,2100
PRT,541.9249588,6.906056514,268.9645862,1477.259798,4794.452824,6829.342722,8538.36915,9713.898044,11572.31735,12864.02237,optimistic,2100
PRY,10611.59436,6278.70219,12746.36697,20278.32388,33016.67899,43050.23884,54687.68521,67512.96555,75034.95602,80054.88745,optimistic,2100
PSE,0.084907954,0,0,0,0,0,0,0,0.483309716,54.54976599,optimistic,2100
ROU,46676.87823,19729.22151,46680.02383,61813.16153,153685.6277,340274.3803,669700.8726,860095.3094,877315.709,905697.0601,optimistic,2100
RUS,188414.36,104754.55,256250.69,391124.89,503073.69,616789.77,703340.3,778521.22,825744.16,845241.25,optimistic,2100
RWA,7423.173668,3828.090838,5694.315894,10333.67298,19043.05856,27393.30721,40140.42545,42749.4423,44344.19979,48975.66535,optimistic,2100
SAU,380.2870713,172.3915351,269.0970217,336.6887065,466.2947226,496.0972604,599.2665792,929.1687941,1051.895384,1161.599673,optimistic,2100
SDN,479242.2953,72562.95584,908782.1423,1391411.568,1896636.2,2376569.898,2610680.119,2960300.679,3117105.726,3177106.121,optimistic,2100
SEN,29962.6622,6699.78353,34631.61649,98309.20423,179289.833,201735.5167,220220.3116,240892.7473,249673.6268,266128.1341,optimistic,2100
SLE,27449.01993,16136.23778,54501.06668,68631.50859,76426.31129,82065.24934,84560.59602,86660.53786,88339.45992,92091.84099,optimistic,2100
SLV,393.2407194,156.5640605,356.0182382,708.4490384,2488.801603,3293.37269,3657.587272,4879.997825,5878.312289,5937.942574,optimistic,2100
SOM,107503.5317,61763.92477,125480.454,216674.3855,306575.5331,366684.3795,421767.3362,496530.0163,535351.4188,584927.0209,optimistic,2100
SRB,16726.55404,5819.914962,26532.27424,43783.98332,68890.26431,105305.006,128715.7345,149866.7185,157085.2719,174882.6687,optimistic,2100
SSD,216420.2248,102517.5499,224120.5812,314922.8541,495495.77,545969.5115,581819.7804,619630.4668,631158.4925,651508.1857,optimistic,2100
SUR,20514.72649,7317.045257,17032.65123,33695.43845,76886.03096,280096.518,351032.4033,373717.1717,382699.1445,389557.1774,optimistic,2100
SVK,1047.118273,30.66077678,855.900323,2803.211296,7172.734801,11110.95016,16635.29706,22815.40509,33106.03662,38548.86142,optimistic,2100
SVN,180.8950898,2.940969337,76.34575292,258.5740095,1284.371987,2695.241108,4020.560561,5885.900039,6698.818176,8205.808551,optimistic,2100
SWE,3.766996524,0,0.385865822,2.551246271,14.00927869,39.42001881,88.79739543,178.5259688,353.2390075,638.299142,optimistic,2100
SWZ,88.18519389,25.67840546,177.6428703,248.502312,328.0168192,375.1030588,413.5418035,487.7253864,505.3252507,634.3809608,optimistic,2100
SYR,3029.084254,1513.191864,3063.20593,4522.544385,6082.06211,7082.463543,8287.688501,11428.13979,15989.65366,18109.13322,optimistic,2100
TCD,130279.7414,81434.48615,168886.6307,248290.4162,385892.5595,440249.7563,476883.7027,508714.5185,525865.9683,532988.8087,optimistic,2100
TGO,15642.92792,9699.938264,23876.1171,33769.1519,39767.02094,44380.35573,47787.76631,50007.448,53048.57888,55975.32408,optimistic,2100
THA,364330.7466,140425.2162,403017.2351,805718.251,1592654.614,2177836.692,2516038.651,3182660.324,3702785.723,4583262.791,optimistic,2100
TJK,595.0637343,378.6430549,557.2601639,670.2747605,802.693676,825.729094,831.1810262,850.2794827,883.7928964,900.1520703,optimistic,2100
TKM,734.6393115,143.2097983,551.8170878,998.0216084,5828.540321,5831.625939,5858.116153,5959.787988,6001.709912,6052.304584,optimistic,2100
TLS,96.91316477,0,246.6076712,441.6596556,527.8826388,571.6791809,599.0754262,636.9063247,652.5910339,665.7581539,optimistic,2100
TUN,894.6841356,249.0823992,675.6068034,1379.697847,6637.071253,7851.747153,8751.56895,9945.594108,10448.50217,10852.25595,optimistic,2100
TUR,10938.17842,3223.615514,5592.038816,7130.841986,10099.3642,17090.60264,27549.07122,32041.8122,35711.8634,60961.73143,optimistic,2100
TWN,765.1912398,0,122.6713269,811.9473816,4448.128747,7689.747396,16999.64878,39514.13975,56706.12457,56706.12457,optimistic,2100
TZA,152696.2335,76226.65442,112997.9984,132150.5995,156902.4147,205656.3953,251205.6369,269947.6773,277909.8308,282160.1149,optimistic,2100
UGA,70075.23874,29585.43443,39489.1685,49597.01044,67226.61909,74872.38478,84305.76991,123037.9444,141473.6023,147390.4824,optimistic,2100
UKR,9539.752309,6556.601726,10215.48959,13879.36406,19910.04092,22118.34718,26934.12686,34525.40479,55981.27667,62205.26357,optimistic,2100
URY,992.741974,341.7190732,873.8789287,1521.202317,2455.319839,4186.045776,19619.38221,29713.3544,36915.28117,48815.73322,optimistic,2100
USA,69739.97,29803.88,58451.88,114646.13,277473.33,352740.59,595707.79,725842.77,891714.98,946340.03,optimistic,2100
UZB,1696.781046,919.6038303,3786.78848,3839.763405,4324.138908,4716.547618,4729.829505,5243.89382,5652.029561,5652.186657,optimistic,2100
VEN,41237.00236,33662.7355,59903.39467,77342.52997,89397.6468,102342.6161,108355.1342,117552.8429,126809.3011,137248.9922,optimistic,2100
VNM,3362733.257,2324695.793,3743563.862,5262855.134,6884572.915,7636662.737,8125968.802,8489032.539,8722019.916,8805328.323,optimistic,2100
YEM,2134.039088,951.6620394,1289.664541,1627.09849,2671.475535,4326.029275,5356.780522,6115.318325,6495.390887,7825.193861,optimistic,2100
ZAF,12130.66696,6142.088266,13573.89033,19714.06233,25912.37818,29203.48163,32266.20747,34214.63984,35363.80135,36330.06151,optimistic,2100
ZMB,53432.6191,37253.44593,67184.25242,90721.94898,103575.6895,107645.0004,110527.1129,113547.5847,117119.4825,120331.0649,optimistic,2100
ZWE,4068.031192,1782.32582,6892.465597,9737.906462,14856.61281,15799.84146,16411.62358,17407.80953,18351.96574,18711.7126,optimistic,2100
AFG,15578.60556,4920.734189,19279.66517,26536.77763,31073.44616,34450.20865,38316.44632,42539.47395,43791.37433,47468.34271,pessimistic,2100
AGO,139542.5583,76454.38119,149817.9232,285099.2741,332694.6795,370786.6797,386878.1103,397134.7005,405292.3216,423531.5469,pessimistic,2100
ALB,226.0303987,91.11348283,236.9395083,452.8553243,1149.67141,1541.533342,2180.930348,3641.695882,4285.234748,4428.722145,pessimistic,2100
AND,0.815678022,0,0,0,0,0,3.45587237,117.8300509,146.3174865,146.3174865,pessimistic,2100
ARE,258.3935846,177.9255761,269.8837378,371.9814696,906.398421,1009.908329,1314.88717,1809.609354,2955.608719,3965.822237,pessimistic,2100
ARG,41533.05,15827.56,33821.99,77058.76,147987.63,211536.1,267037.27,579310.95,596652.84,711980.68,pessimistic,2100
ARM,8.345465188,0.422638044,4.984852418,10.41839523,45.32976254,125.2485955,179.8983594,240.2644361,278.8353614,305.5670802,pessimistic,2100
AUS,3814.1,1643.92,2934.31,4133.08,6863.97,9812.19,11999.01,17268.22,125222.31,137661.2,pessimistic,2100
AUT,1142.59109,76.81175347,982.836713,2897.506908,7834.805579,11511.62792,13728.24507,32848.27087,39395.90471,42338.65039,pessimistic,2100
AZE,612.4215466,18.48126424,348.5892752,3667.549139,3697.055834,3697.770546,3715.106801,3845.80079,3895.119737,3915.715024,pessimistic,2100
BDI,16122.61673,7537.214187,21990.30218,35015.35197,42512.46393,44161.37601,45220.43786,46015.46743,46782.36356,48128.7083,pessimistic,2100
BEL,622.2091812,0,0,114.121187,3596.512368,13385.303,19343.80776,25671.22657,27749.10575,32248.35747,pessimistic,2100
BEN,131914.8826,126677.4248,161151.8472,189074.2827,230425.7205,253718.5399,265961.6313,312184.7752,346168.3894,369004.538,pessimistic,2100
BFA,56040.03196,33234.4856,64586.20559,88317.56501,125276.5029,150007.2086,163136.7853,180710.0617,192684.2915,197338.645,pessimistic,2100
BGD,1447525.364,522967.5234,1674264.242,4120859.65,8344908.127,9907702.079,10909455.39,11708259.72,12211154.5,13014051.75,pessimistic,2100
BGR,1792.554006,585.0082099,2285.765126,3603.210258,10757.64824,13461.50498,16174.80395,18419.73339,19068.96254,20007.45569,pessimistic,2100
BIH,1276.915011,241.7812879,2375.946881,4406.876762,6537.425872,7881.813922,9304.395793,10851.69614,13727.00557,13974.2329,pessimistic,2100
BLR,1418.096783,591.284565,2133.636511,3007.966223,4616.878107,7327.956457,10436.54896,12967.09557,14900.21826,16098.05114,pessimistic,2100
BLZ,227.7886351,12.53238592,225.7211223,462.3580273,1604.537334,2692.945451,3817.318212,5080.056605,5943.684902,6600.568338,pessimistic,2100
BOL,52368.08719,29915.54179,56822.93952,80646.36267,105071.1005,113358.7042,119378.8338,124838.0904,129873.554,132773.3614,pessimistic,2100
BRA,772816.22,429913.77,758157.8,944376.63,1346310.08,1518067.22,1616034.89,1730901.2,1776014.17,1806701.63,pessimistic,2100
BRN,480.0528401,0,393.0145581,530.4823403,901.3974753,2114.66616,18770.5661,30451.73917,33991.20041,40131.53268,pessimistic,2100
BTN,2511.867612,277.5115259,6071.959513,7977.734826,10857.9999,13480.53973,14822.77594,16463.3868,17699.53425,18231.51384,pessimistic,2100
BWA,2367.62319,1401.236372,3203.559853,4420.172128,6207.193559,8122.114241,9131.440602,9808.930774,12996.85165,14500.60397,pessimistic,2100
CAF,82486.8583,29729.70141,73441.88924,111259.8567,141364.8539,163604.0385,171632.0447,175433.4539,177723,196271.2776,pessimistic,2100
CAN,7666.04,2983.36,6338.29,9951.31,36737.92,50630.52,77429.2,119867.24,144214.26,160635.3,pessimistic,2100
CHE,317.1647053,0.372983918,71.35001533,695.5038356,1827.75693,3416.996515,5443.525994,11262.16833,18674.89201,24032.11445,pessimistic,2100
CHL,4617.033435,2841.468927,4004.097515,6384.020524,9459.273902,14219.92129,27114.93664,40942.99786,43938.63747,47763.3208,pessimistic,2100
CHN,252037.23,135799,271603.27,471439.52,647207.62,803297.78,912064.18,1023568.75,1070886.36,1153465.08,pessimistic,2100
CIV,52028.07952,27139.88907,67679.64529,99585.67265,151148.3255,180593.6914,194213.1615,207114.1366,256822.6358,280870.7397,pessimistic,2100
CMR,165232.8643,84108.58659,154462.4888,206211.4873,283137.6827,328490.6396,398042.4461,638249.4906,720420.2266,730653.3949,pessimistic,2100
COD,714887.1472,426139.2271,659539.715,854611.1702,1474326.768,1542040.639,1583363.96,1633547.757,1762756.495,1834202.025,pessimistic,2100
COG,67684.80225,39272.33608,95731.34561,127074.9148,156191.3649,169697.4589,179306.306,461673.1093,534433.1414,551059.1236,pessimistic,2100
COL,150253.1282,72618.39702,109550.3362,256484.6086,372295.6622,493496.1,628911.7755,758726.935,808617.487,843306.9779,pessimistic,2100
CRI,565.7504956,324.9970576,933.3209046,1370.118451,1951.515325,2497.10059,3087.444278,3538.191708,3800.984873,4026.105499,pessimistic,2100
CUB,149.0190671,0,35.77798109,159.0129573,929.4795485,2249.362304,3624.761005,5453.088813,6862.4607,9974.72393,pessimistic,2100
CYP,0.064503279,0,0,0,0,0.060594193,0.375908844,8.884869267,11.95367026,12.24085215,pessimistic,2100
CZE,850.7926449,92.80295557,1001.506258,2259.48916,5103.777674,8644.353658,11041.27454,14832.34596,17276.22594,19542.98086,pessimistic,2100
DEU,11342.05511,2443.455384,12415.53441,22584.86068,67278.70135,111486.9176,130675.894,152231.2448,167581.7162,175426.7279,pessimistic,2100
DJI,17.87105629,1.863238663,21.76455199,45.86842247,69.79586018,80.23201764,88.85428805,108.8183146,136.4306639,3493.152085,pessimistic,2100
DNK,9.904298889,0,0,2.198275892,76.21428208,120.7957562,250.8568346,523.4510185,633.3048338,866.5269645,pessimistic,2100
DOM,372.1475801,11.10517067,202.4989091,717.2860146,1691.939896,3310.145125,9568.4271,13686.07049,16573.00514,19775.69371,pessimistic,2100
DZA,888.9171096,291.1112032,1054.536004,1905.78312,2929.703594,4087.238927,5517.032659,7225.632922,13607.54157,14115.14566,pessimistic,2100
ECU,88566.26739,44079.60414,115369.3779,178237.9092,292259.4225,546236.6214,764317.8772,858853.747,910828.684,937895.2469,pessimistic,2100
EGY,703076.522,60824.80563,741824.7058,1994625.996,5466721.166,7606014.143,8506652.71,9839358.197,10803562.21,11168663.75,pessimistic,2100
ERI,1745.84053,888.1471994,1389.068444,1686.320528,2081.541278,2254.619388,2411.698755,2555.850541,2600.018963,2657.3892,pessimistic,2100
ESH,9.708292588,0,5.07E-06,1.987525162,36.57952881,252.303207,350.1310094,562.1054786,638.9225053,638.922509,pessimistic,2100
ESP,1011.980848,91.019178,600.4848467,1569.617622,5668.259632,11530.93882,17229.04343,23380.94229,33435.8715,63781.27151,pessimistic,2100
EST,0.001390714,0,0,0,0,0,0,0.000311425,0.007169809,0.094972044,pessimistic,2100
ETH,174600.636,103454.9635,187000.3446,232331.8464,309275.8468,362562.3197,407019.7006,430375.9584,436439.2165,442144.8244,pessimistic,2100
FIN,0.794556696,0,0,0,0.525491834,2.46358943,6.566450357,21.73039281,122.9087296,150.5789222,pessimistic,2100
FRA,5001.895512,354.046477,2581.771067,6911.172591,18474.41157,48939.34895,141079.6488,224821.1234,245066.7751,252768.6813,pessimistic,2100
GAB,25180.31835,17335.97835,28259.8918,40182.21057,62032.01408,86276.80087,102462.387,112951.7275,124100.9173,136260.3926,pessimistic,2100
GBR,703.7402757,3.952774269,59.40850772,227.7237158,1868.758203,4501.295989,12625.59741,58533.87805,79043.21462,91030.08535,pessimistic,2100
GEO,148.833699,23.75707338,134.0339591,314.2525862,948.7450234,1370.68344,1895.245166,2879.384072,4006.665063,4573.054375,pessimistic,2100
GHA,51481.13513,24920.99225,54972.6419,86467.9128,115725.7023,127546.7843,139790.1501,148452.3104,152422.6586,153311.4445,pessimistic,2100
GIN,85077.02451,44876.89202,120725.8453,155578.0578,192057.5153,241801.4165,305257.0168,348079.6038,366718.9254,372422.3884,pessimistic,2100
GMB,4879.240679,0,1222.819255,12781.74396,41877.885,62831.72691,83004.93697,94417.24965,109912.8954,117475.4979,pessimistic,2100
GNB,773.5855251,142.9507501,459.8100135,1655.243939,5533.275456,8848.033754,12972.56289,16880.84781,18593.07841,21468.40867,pessimistic,2100
GNQ,3530.662825,181.8240706,7022.297674,11229.44493,19004.25028,25838.11223,31340.16345,35435.80421,40988.20856,46509.30421,pessimistic,2100
GRC,32.82020848,2.519504167,30.26018259,75.52617703,156.9187027,250.7631257,465.6703362,1022.78913,1296.473079,1508.778356,pessimistic,2100
GRL,0.02,0,0,0,0,0.44,0.86,0.96,1.28,1.36,pessimistic,2100
GTM,6606.940039,1260.555778,6898.770043,14358.73367,46065.81636,62547.36347,85019.11899,95621.33524,100280.1254,103037.7124,pessimistic,2100
GUF,1680.15934,223.4789842,1541.523973,3543.83498,11271.87456,15698.5914,20767.43326,45299.10686,47829.17086,51520.31293,pessimistic,2100
GUY,2246.82276,1187.358458,2485.832756,5324.730393,7511.559128,8937.618862,13113.17923,22262.02632,23199.70538,52539.63013,pessimistic,2100
HND,2510.072918,486.454828,2882.083729,6325.48064,14370.49524,18884.53742,26567.14101,38341.63665,55844.72934,60945.8195,pessimistic,2100
HRV,585.5532223,90.49285064,687.5351282,1786.775525,3676.421833,4918.950275,6502.968823,7598.262418,8745.729986,9198.542773,pessimistic,2100
HTI,881.3208158,0,462.7052029,2020.881738,7535.636409,9937.733728,12717.15654,24656.58895,33748.93427,38182.83543,pessimistic,2100
