time_horizon,scenario,GID_1,AAD_low,RP_10_low,RP_25_low,RP_50_low,RP_100_low,RP_250_low,AAD_medium,RP_10_medium,RP_25_medium,RP_50_medium,RP_100_medium,RP_250_medium,AAD_high,RP_10_high,RP_25_high,RP_50_high,RP_100_high,RP_250_high
2050,pessimistic,KHM.24_1,1936.21444,0,0,0,0,90056.06562,146.5913545,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,KHM.24_1,2009.113089,0,0,0,0,46219.80041,465.1233902,0,0,0,0,0,3.351224834,0,0,0,0,0
2050,pessimistic,KHM.25_1,0.99768402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,KHM.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.4_1,1883.318041,0,0,0,0,0,71.18730033,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.4_1,3517.060875,0,0,0,0,174940.5715,71.18730033,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.4_1,4504.115863,0,0,0,0,346827.9392,837.8474881,0,0,0,0,304740.905,8.931407058,0,0,0,0,0
hist,current,CHN.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.6_1,55234.98996,0,0,35447.56217,1026405.607,5556576.102,6604.487823,0,0,0,22.31452332,384320.6514,751.9981002,0,0,0,0,0
2050,optimistic,CHN.6_1,199708.4663,0,273231.7774,1385192.038,5486319.115,10462823.54,38283.98357,0,0,10045.28168,988943.8531,3324286.052,7631.002571,0,0,0,7583.571286,651144.0973
2100,optimistic,CHN.6_1,154143.826,64956.15963,914232.0902,2463663.222,5809222.585,10374734.61,26839.07782,0,1.781590233,184160.3579,452362.5229,2117049.678,3410.119678,0,0,0,14519.21726,206130.6549
hist,current,CHN.7_1,3305.698352,0,0,0,0,0,623.9930338,0,0,0,0,0,5.97722123,0,0,0,0,0
2050,optimistic,CHN.7_1,7287.47538,0,0,0,8139.620065,234150.4859,623.9930338,0,0,0,0,0,5.97722123,0,0,0,0,0
2100,optimistic,CHN.7_1,7483.164654,0,0,0,4988.991572,414477.1577,759.7913025,0,0,0,0,13298.27302,5.97722123,0,0,0,0,0
hist,current,CHN.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.9_1,1073.65035,0,0,0,0,47218.40753,0.411632964,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.9_1,7782.601813,0,123144.5307,852.0920203,256888.6355,284316.5611,779.799499,0,0,1978.501608,0,0,0,0,0,0,0,0
2100,optimistic,CHN.9_1,43026.22422,0,97197.64087,886394.1117,2073660.59,1961431.597,6317.770145,0,0,46408.15752,292670.7907,630029.9559,328.7193487,0,0,0,216.3181334,33502.54155
hist,current,CHN.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.15_1,29.14223197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.15_1,29.14223197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.15_1,29.14223197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.16_1,29.6118217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.16_1,35.0881063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.16_1,29.6118217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.24_1,1817.998508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.24_1,1817.998508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.24_1,1817.998508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,CHN.31_1,2308.936779,0,0,0,0,0,0.720022916,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,CHN.31_1,2308.936779,0,0,0,0,0,0.720022916,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,CHN.31_1,10003.31758,0,0,0,3730.136002,340915.4381,7.029262053,0,0,0,0,496.0911857,0,0,0,0,0,0
2050,medium,CHN.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.4_1,5245.028558,0,0,0,19178.66373,375217.3815,352.051015,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.4_1,41426.72759,0,0,8601.957654,411927.7108,1441123.948,9067.696454,0,0,0,0,332709.0457,1241.515054,0,0,0,0,0
2050,medium,CHN.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.6_1,212048.6069,0,133472.1003,800164.2258,3874196.838,19600198.33,25981.59609,0,0,21658.06302,338303.2899,868654.3943,2858.22738,0,0,0,430.5122929,52006.35026
2100,medium,CHN.6_1,199404.7888,99466.49035,1372087.221,3320190.697,6444440.944,13406628.88,41755.37509,0,83965.81976,543652.5483,1399344.786,2909518.712,6411.946872,0,0,33368.17005,226167.8092,617497.8324
2050,medium,CHN.7_1,8915.073923,0,0,0,0,55675.63957,824.5662058,0,0,0,0,7400.843419,6.303260707,0,0,0,0,0
2100,medium,CHN.7_1,15620.81848,0,0,0,235155.4351,1487071.53,1895.991485,0,0,0,0,186066.2621,73.73315594,0,0,0,0,0
2050,medium,CHN.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.9_1,21759.00766,0,0,306782.9339,665579.1075,496255.8399,4857.727183,0,0,46.00105491,298409.825,0,582.9353222,0,0,0,0,0
2100,medium,CHN.9_1,35178.78451,0,95030.23464,221750.2215,1107361.438,2845158.524,12135.54978,0,0,42005.95577,171003.4663,859332.3091,2194.892756,0,0,0,246.250046,152851.4746
2050,medium,CHN.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.15_1,29.14223197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.15_1,401.1338284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.16_1,29.6118217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.16_1,29.6118217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.24_1,1817.998508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.24_1,2106.689908,0,0,0,0,16103.11858,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,CHN.31_1,7347.804463,0,0,0,723.7695328,490053.3217,224.6170023,0,0,0,0,0,0,0,0,0,0,0
2100,medium,CHN.31_1,22677.58107,0,0,4668.443366,25865.60279,1879362.789,1629.014624,0,0,0,0,135690.4868,0,0,0,0,0,0
2050,pessimistic,CHN.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.4_1,14316.0366,0,0,34875.72544,189834.3227,575198.5992,3027.868687,0,0,0,0,0,412.3540202,0,0,0,0,0
2100,pessimistic,CHN.4_1,14922.3375,0,0,164987.9509,156994.5451,2100967.967,2672.622924,0,0,0,0,311055.5246,152.9473944,0,0,0,0,33761.61746
2050,pessimistic,CHN.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.6_1,219091.8234,0,576068.5924,1980007.418,4327551.809,16788678.85,27555.01465,0,0,66465.83024,242218.3593,2408254.938,3376.219532,0,0,0,0,460941.3072
2100,pessimistic,CHN.6_1,279268.1068,315734.2257,2096149.734,5016891.884,8055000.425,13014652.21,62000.888,0,124211.8707,424425.3815,2537490.38,4325577.132,13389.75026,0,0,15314.64732,308131.0532,1502004.004
2050,pessimistic,CHN.7_1,10461.4304,0,0,0,22113.92397,972503.8192,1332.978705,0,0,0,0,0,33.44358049,0,0,0,0,0
2100,pessimistic,CHN.7_1,6751.602201,0,0,3939.64932,70835.33224,338374.0083,1212.175049,0,0,0,0,0,43.97519767,0,0,0,0,0
2050,pessimistic,CHN.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.9_1,18204.27595,0,12.55327639,65384.89403,1136991.658,727619.724,1014.791597,0,0,8038.155349,83789.07903,422766.4619,0,0,0,0,0,0
2100,pessimistic,CHN.9_1,68621.36436,0,451868.4208,1296568.541,2031079.217,2454038.909,7615.46257,0,0,245516.484,409927.0426,391880.4182,259.7446117,0,0,0,1313.421597,11860.48415
2050,pessimistic,CHN.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.15_1,29.14223197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.15_1,29.14223197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.16_1,29.6118217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.16_1,29.6118217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.24_1,1817.998508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.24_1,1886.207332,0,0,0,0,4534.86869,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,CHN.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,CHN.31_1,28088.6362,0,0,0,267047.0704,1885798.999,3184.447747,0,0,0,0,105844.9218,20.92639365,0,0,0,0,360.5193425
2100,pessimistic,CHN.31_1,7682.771401,0,0,0,61065.63538,3367241.59,50.27560436,0,0,0,0,123908.5529,0,0,0,0,0,729.133075
hist,current,GMB.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,GMB.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,GMB.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,GMB.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,GMB.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,GMB.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,GMB.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,GMB.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,GMB.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,GMB.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,GMB.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,GMB.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,GMB.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,GMB.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,GMB.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,GMB.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,GMB.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,GMB.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,GMB.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,GMB.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,GMB.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,GMB.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,GMB.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,GMB.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,GMB.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,GMB.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,GMB.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
