time_horizon,scenario,GID_1,AAD_low,RP_10_low,RP_25_low,RP_50_low,RP_100_low,RP_250_low,AAD_medium,RP_10_medium,RP_25_medium,RP_50_medium,RP_100_medium,RP_250_medium,AAD_high,RP_10_high,RP_25_high,RP_50_high,RP_100_high,RP_250_high
2050,medium,ATG.7_1,7.322006625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,ATG.7_1,7.322006625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,ATG.8_1,4.597473154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,ATG.8_1,4.597473154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,ATG.1_1,1.089378789,0,0,0,0,0,0.046224815,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,ATG.1_1,1.584023534,0,0,0,0,0,0.046224815,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,ATG.3_1,18.92742853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,ATG.3_1,19.79711547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,ATG.4_1,162.9803165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,ATG.4_1,162.9803165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,ATG.5_1,13.61123458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,ATG.5_1,13.61123458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,ATG.6_1,15.51099914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,ATG.6_1,15.51099914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,ATG.7_1,7.322006625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,ATG.7_1,9.583463484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,ATG.8_1,4.597473154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,ATG.8_1,4.709010464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.31_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.31_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.31_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.32_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.32_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.32_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.33_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.33_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.33_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.34_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.34_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.34_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.35_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.35_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.35_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.36_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.36_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.36_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hist,current,NGA.37_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,optimistic,NGA.37_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,optimistic,NGA.37_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.31_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.31_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.32_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.32_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.33_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.33_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.34_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.34_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.35_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.35_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.36_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.36_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,medium,NGA.37_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,medium,NGA.37_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.4_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.8_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.9_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.11_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.15_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.16_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.17_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.18_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.19_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.20_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.23_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.24_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.25_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.26_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.27_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.28_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.30_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.31_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.31_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.32_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,pessimistic,NGA.32_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,pessimistic,NGA.33_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
